gauge,year,realspace_a3_off_streamflow,realspace_a3_on_streamflow
606001,1985,89.54701680032126,79.26896683980783
606001,1986,45.329867876624064,35.48486572882501
606001,1987,37.65681064391145,27.549923612560264
606001,1988,176.75522877738626,161.30324531945809
606001,1989,74.45391377840416,58.11364396210926
606001,1990,99.74142535789731,81.79741937017607
606001,1991,123.36565211401091,104.13939241373036
606001,1992,113.71324314837929,93.72117063707368
606001,1993,97.3708638121189,76.86635799958609
606001,1994,74.05126886287806,52.59297248861251
606001,1995,86.5774883855,62.80498354682495
606001,1996,145.15238894606853,119.2256599621959
606001,1997,85.6847865127225,59.29865455967085
606001,1998,109.35184392481939,79.70208118814577
606001,1999,143.580920505684,112.15865731446787
606001,2000,98.05693829202315,65.94740226530523
606001,2001,51.41469883212609,24.033574993798094
606001,2002,96.66360032185518,61.17954667359955
606001,2003,133.1018632828421,94.6704222347148
606001,2004,79.33220408417658,41.440301500219945
606001,2005,157.0188678874277,114.73591249194116
606001,2006,35.69081378349877,10.680307172677422
606001,2007,97.7714366268982,52.75400830367747
606001,2008,130.7235787351744,83.03264863130254
606001,2009,126.86210921333748,77.52357527537632
606001,2010,11.711363942569227,2.352595405500242
606001,2011,103.34325126948801,51.05134698286426
606001,2012,76.18777399884756,26.823679928693117
606001,2013,131.77687725869546,73.86808774518228
606001,2014,91.2389394628296,34.78485155030354
606001,2015,61.45992649839379,14.703476944009884
606001,2016,148.48441624791013,83.16207260226835
606001,2017,65.23231084800247,14.053269019824588
606001,2018,79.55369244044465,20.26928784977757
606001,2019,52.799219271666324,8.236480656765453
606001,2020,102.64679815996901,32.31683346685508
606001,2021,153.75050224771147,77.1193944052815
606002,1983,34.401899111309724,34.40189911130971
606002,1984,39.642742148032,39.64274214803197
606002,1985,26.820233451013348,26.820233451013333
606002,1986,7.41836220672186,7.41836220672186
606002,1987,4.086618939915707,4.086618939915699
606002,1988,68.24224043276192,68.24224043276192
606002,1989,22.612569012772074,22.61256901277206
606002,1990,34.64727189892535,34.64727189892534
606002,1991,46.64672630936506,46.64672630936504
606002,1992,40.12556219599902,40.125562195999
606002,1993,31.977778049903765,31.977778049903748
606002,1994,21.756244606310798,21.7562446063108
606002,1995,27.708771628588995,27.70877162858898
606002,1996,54.12510892031158,54.125108920311554
606002,1997,28.14016621993928,28.140166219939264
606002,1998,34.46596909758925,34.465969097589245
606002,1999,54.556254569229345,54.55625456922932
606002,2000,34.94187319196785,34.94187319196783
606002,2001,10.727241367314196,10.727241367314182
606002,2002,31.498100444637952,31.49810044463794
606002,2003,49.39828059273296,49.39828059273296
606002,2004,26.030320526144557,26.030320526144543
606002,2005,58.525005090625314,58.525005090625314
606002,2006,5.141920868037695,5.141920868037685
606002,2007,35.12778392530716,35.12778392530714
606002,2008,49.22025686728049,49.22025686728049
606002,2009,46.99124383463366,46.99124383463365
606002,2010,0.3168839105397302,0.3168839105397302
606002,2011,35.16720728885184,35.16720728885184
606002,2012,23.628012939922137,23.628012939922137
606002,2013,50.321721049906245,50.32172104990623
606002,2014,30.342998649992612,30.3429986499926
606002,2015,15.45952803965849,15.459528039658474
606002,2016,56.618589868534045,56.618589868534016
606002,2017,16.19092194951667,16.190921949516657
606002,2018,26.080676441157888,26.080676441157873
606002,2019,14.193971521742343,10.744872025343687
606002,2020,34.324978638113414,16.8847007328441
606002,2021,58.91146356016032,29.52542726083684
606185,1964,387.5442803224466,387.5442803224466
606185,1965,333.24522216050644,333.24522216050644
606185,1966,204.3264400794968,204.3264400794968
606185,1967,314.01320200955104,314.01320200955104
606185,1968,256.78639284176415,254.99124878731556
606185,1969,86.70445277877923,83.22253923231055
606185,1970,289.3638485079419,282.0012360814374
606185,1971,225.29348177630328,216.68648328828587
606185,1972,123.03745569498369,115.14227394089082
606185,1973,345.9088277844878,328.7062617190845
606185,1974,242.4156855964475,226.51554437803472
606185,1975,216.84827029181017,200.1349678925922
606185,1976,203.1500985823839,183.63074334169323
606185,1977,173.93245533856933,152.52845048909853
606185,1978,272.0640851674843,245.24063120493088
606185,1979,114.66624935749697,90.46639238119828
606185,1980,151.41480583341556,123.29440510018914
606185,1981,307.71174243828386,268.7773668821054
606185,1982,103.39520296914152,72.42342321805405
606185,1983,207.07894102360513,169.01323036335015
606185,1984,268.2087699229858,220.01913234240308
606185,1985,180.85367567115148,138.25077936435562
606185,1986,107.1858544734552,67.30961626220072
606185,1987,86.1870959338131,45.417283558734894
606185,1988,370.251931884739,299.7404202432009
606185,1989,216.44268332982384,153.2386145022234
606185,1990,249.4042808358456,183.19845194184563
606185,1991,279.97527282070166,210.71927006450392
606185,1992,254.03060000909295,184.38463226733452
606185,1993,204.1595617739921,140.24955733413154
606185,1994,144.06323294609012,86.76722880051236
606185,1995,218.30996468491674,142.24565402801937
606185,1996,316.9124867679347,226.223190499221
606185,1997,203.50122017654584,127.25807962287637
606185,1998,221.3187364239375,134.85550043794868
606185,2011,256.11838774626654,106.93613843435762
606185,2012,186.57012378595627,53.45198264003153
606185,2013,285.937897533327,130.9970741283155
606185,2014,197.61042035523582,61.65458110497518
606195,1964,355.0026043204028,340.5469743074838
606195,1965,309.84810560982794,294.7908768158377
606195,1966,229.34571468955698,212.3834230888408
606195,1967,304.78376186412186,286.66124404276803
606195,1968,268.0757831105457,248.7070963855441
606195,1969,144.03911145794447,122.42159119417624
606195,1970,295.2173876899838,272.08154669303553
606195,1971,249.10682282872267,225.05425987966572
606195,1972,168.5635250973583,142.8780511711077
606195,1973,332.07795087560214,303.2125976779743
606195,1974,250.70012472988472,221.1042587266704
606195,1975,249.44303650179538,218.5007351314214
606195,1976,223.92696303400868,191.6955214184818
606195,1977,210.88607558420745,176.06202969787316
606195,1978,284.9659112727289,247.8930318476279
606195,1979,170.29560655976385,131.17442652291996
606195,1980,195.2902346796347,153.41888878646466
606195,1981,301.98392235631997,258.1645423149189
606195,1982,147.38957094331917,101.6221567536871
606195,1983,234.45655077259923,186.29706523918355
606195,1984,274.50560824566287,223.8824324659549
606195,1985,213.21854882318604,160.4754535292267
606195,1986,155.79935845064767,101.25146681347437
606195,1987,136.99213807057126,80.0092037481092
606195,1988,352.3230710104638,291.9310769285974
606195,1989,232.37690689721663,169.82202195959383
606195,1990,252.45291161706186,188.10755411672676
606195,1991,277.3732516902684,211.23742162722095
606195,1992,267.12065641901205,199.7816287938219
606195,1993,233.14607484112807,164.8473539223242
606195,1994,182.53440927311874,111.7290267665176
606195,1995,232.70084964953938,159.01638726209674
606195,1996,310.93188849480384,234.71211695856067
606195,1997,215.3658304555177,137.51314794208082
606195,1998,246.60258967528299,164.51006813334334
606195,1999,306.2584664123479,221.73090218511948
606195,2000,253.32867752508764,167.1252309791605
606195,2001,171.61738734554982,83.1078121388492
606195,2002,222.37408550371967,130.81354505015722
606195,2003,298.3130786249447,203.1286217044525
606195,2004,211.75604261305403,114.10789544626964
606195,2005,333.19700351597777,232.28303439480615
606195,2006,146.2999889497987,42.36370214276922
606195,2007,255.36395823693732,148.66318179307947
606195,2008,311.41237333572434,202.11899262105908
606195,2009,274.387024942773,162.50103995730026
606195,2010,79.2563916956473,5.270152292759028e-6
606195,2011,276.66084463365047,158.7445480569626
606195,2012,225.81145781050728,104.72960574294405
606195,2013,296.15438716898876,171.2337619269703
606195,2014,218.0459824443109,90.16033463844084
606195,2015,178.18469932421485,47.14781980797105
606195,2016,336.34104075271716,200.43407586589575
606195,2017,200.6626258882074,61.38957258348692
606195,2018,213.25064762320463,71.1701333401512
606195,2019,179.32999290015576,33.052610930434255
606195,2020,260.7743359775571,110.8300661990712
607144,1962,66.53951837850381,66.53951837850381
607144,1963,134.75330231479447,134.75330231479447
607144,1964,136.42052045640702,136.42052045640702
607144,1965,102.62121268499479,102.6212126849948
607144,1966,69.82708748982327,69.82708748982327
607144,1967,102.98779202590123,102.98779202590124
607144,1968,85.14275366393993,85.14275366393993
607144,1969,16.32564498244321,16.32564498244321
607144,1970,59.88256212081657,59.88256212081657
607144,1971,54.66730980578736,54.66730980578736
607144,1972,40.35968356975826,40.35968356975826
607144,1973,97.15428532928489,97.15428532928487
607144,1974,94.2089970037265,94.2089970037265
607144,1975,72.41610008522154,72.41610008522154
607144,1976,48.414951621753566,48.414951621753566
607144,1977,32.73733093948022,32.73733093948022
607144,1978,70.838762692925,70.838762692925
607144,1979,32.418716084298914,32.418716084298914
607144,1980,43.23987732065325,43.23987732065325
607144,1981,82.41747127682265,82.41747127682265
607144,1982,17.25586089722357,17.25586089722357
607144,1983,58.578243655682044,58.57824365568205
607144,1984,66.7383162549329,66.7383162549329
607144,1985,51.079146358705245,51.079146358705245
607144,1986,14.121580361846323,14.121580361846323
607144,1987,6.044823666208005,6.044823666208008
607144,1988,94.82885038438815,94.82885038438816
607144,1989,40.76324069402918,40.76324069402918
607144,1990,57.51813089001719,57.51813089001719
607144,1991,68.40111707730465,68.40111707730465
607144,1992,69.3902575477315,69.3902575477315
607144,1993,48.822264569756435,48.82226456975644
607144,1994,28.187278016444136,28.187278016444136
607144,1995,50.431113791502455,50.431113791502455
607144,1996,90.82467861716205,90.82467861716204
607144,1997,69.13362135083763,69.13362135083763
607144,1998,65.81034625200523,65.81034625200523
607144,1999,91.19777759111943,91.19777759111945
607144,2000,59.40101547877549,59.40101547877549
607144,2001,11.961767602992118,11.961767602992118
607144,2002,33.52531363375905,33.52531363375905
607144,2003,63.79205630261871,63.79205630261871
607144,2004,29.29148052027512,29.29148052027512
607144,2005,71.49517054840453,71.49517054840453
607144,2006,9.042791003483268,9.04279100348327
607144,2007,32.43588960066891,32.4358896006689
607144,2008,54.35675517508783,54.35675517508783
607144,2009,73.91467735781595,73.91467735781595
607144,2010,2.1664095109969197,2.1664095109969197
607144,2011,20.894197751104617,20.894197751104617
607144,2012,8.554020701516137,8.554020701516137
607144,2013,45.68662396983252,45.686623969832524
607144,2014,42.454673838593266,42.454673838593266
607144,2015,14.86726644059695,14.867266440596952
607144,2016,73.22930480881078,73.22930480881078
607144,2017,17.11927314298023,17.119273142980234
607144,2018,28.855137328675816,28.855137328675813
607144,2019,7.951758126541269,7.577600999146147
607144,2020,44.40411649327842,31.431422191813297
607144,2021,80.78838511344003,53.1941596527756
607155,1962,428.526458141819,428.526458141819
607155,1963,494.6082090465603,494.6082090465603
607155,1964,541.4098296923546,541.4098296923546
607155,1965,439.13430032319803,439.134300323198
607155,1966,299.0468776496481,299.0468776496481
607155,1967,423.5922259635107,423.5922259635107
607155,1968,303.53268448168643,303.53268448168643
607155,1969,130.2940413557254,130.2940413557254
607155,1970,386.3079927436276,386.3079927436276
607155,1971,344.97902777006544,344.97902777006544
607155,1972,224.32890736172365,224.32890736172365
607155,1973,494.4252124495985,494.4252124495985
607155,1974,338.47170493768016,338.47170493768016
607155,1975,323.0050978673836,323.0050978673836
607155,1976,241.5149063574301,241.5149063574301
607155,1977,214.2600285378836,214.2600285378836
607155,1978,375.88547284857816,375.88547284857816
607155,1979,161.85221574436622,161.85221574436622
607155,1980,223.50293002149678,223.5029300214968
607155,1981,412.64044871027266,412.64044871027266
607155,1982,200.72569182314172,200.72569182314172
607155,1983,250.6993641556034,250.6993641556034
607155,1984,331.94503851160607,331.94503851160607
607155,1985,232.04452865181787,232.04452865181787
607155,1986,158.31020798434085,158.31020798434085
607155,1987,74.89001853209162,74.89001853209162
607155,1988,420.3524090994895,420.3524090994895
607155,1989,275.5614170450767,275.5614170450767
607155,1990,307.9173596932504,307.9173596932504
607155,1991,375.01706589619903,375.01706589619903
607155,1992,340.11413350350057,340.11413350350057
607155,1993,252.62202768866075,252.62202768866075
607155,1994,235.77951063672995,235.77951063672995
607155,1995,247.21045098311254,247.21045098311257
607155,1996,424.7821408506642,424.7821408506642
607155,1997,292.48811714827315,292.48811714827315
607155,1998,241.05511870039805,241.05511870039803
607155,1999,384.28005011054597,384.28005011054597
607155,2008,423.77523908924286,423.77523908924286
607155,2009,416.32369253437867,416.32369253437867
607155,2010,86.00969986460161,60.93137490432674
607155,2011,273.5934878958902,202.206358502301
607155,2012,249.45032071711134,144.90145921018546
607220,1967,108.18727823988492,108.1872782398849
607220,1968,87.97468562543662,87.97468562543659
607220,1969,23.774058456061297,23.77405845606127
607220,1970,73.39348304892249,73.39348304892246
607220,1971,66.64779821072658,66.64779821072655
607220,1972,42.808621677479465,42.80862167747944
607220,1973,108.96421633049042,108.9642163304904
607220,1974,97.49612730867833,97.4961273086783
607220,1975,83.23618587382249,83.23618587382246
607220,1976,55.72065595290603,55.720655952906
607220,1977,41.05127448235264,41.05127448235261
607220,1978,77.23357965901263,77.2335796590126
607220,1979,34.71255467556978,34.712554675569756
607220,1980,44.71651729642185,44.716517296421834
607220,1981,84.54790859008804,84.54790859008801
607220,1982,18.474195900028658,18.474195900028633
607220,1983,70.52483778630832,70.5248377863083
607220,1984,77.43251257983991,77.43251257983987
607220,1985,58.935725166462916,58.93572516646289
607220,1986,21.73523738360544,21.735237383605412
607220,1987,7.502124270767345,7.502124270767331
607220,1988,103.04860982073589,103.04860982073586
607220,1989,52.2233708129987,52.22337081299868
607220,1990,68.26083147346743,68.26083147346739
607220,1991,87.03519670320091,87.03519670320085
607220,1992,85.09921421091778,85.09921421091775
607220,1993,63.4029524765171,63.402952476517065
607220,1994,43.65123186403315,43.65123186403313
607220,1995,60.703387597489964,60.70338759748994
607220,1996,106.75642466417062,106.7564246641706
607220,1997,75.76834420439961,75.76834420439957
607220,1998,75.8263856455626,75.82638564556257
607220,1999,103.00422916815985,103.0042291681598
607220,2000,73.49573287172079,73.49573287172075
607220,2001,23.773063191049573,23.773063191049552
607220,2002,47.69279356268713,47.69279356268709
607220,2003,83.60035813390164,83.60035813390161
607220,2004,48.39714876472748,48.39714876472745
607220,2005,99.74798478145527,99.74798478145524
607220,2006,23.37626236228657,23.376262362286543
607220,2007,53.83406601035555,53.83406601035553
607220,2008,81.54740987819325,81.547409878193207
607220,2009,88.78139756859143,88.78139756859139
607220,2010,2.949220581949624,2.9492205819496182
607220,2011,41.61992211282371,41.61992211282368
607220,2012,22.20440154236374,22.204401542363712
607220,2013,68.16012025287282,68.16012025287279
607220,2014,64.58113777026026,64.58113777026024
607220,2015,30.194587761306455,30.19458776130643
607220,2016,90.13930038952653,90.1393003895265
607220,2017,32.41237584668201,32.41237584668198
607220,2018,43.562667571372785,43.56266757137276
607220,2019,14.75286578936008,14.752865731623038
607220,2020,47.09214613004547,31.346180015130123
607220,2021,96.7539353592562,62.76406705192933
608151,1959,69.12068808878976,69.12068808878976
608151,1960,148.6077625511924,148.6077625511924
608151,1961,219.49846337106808,219.49846337106808
608151,1962,205.27381648224355,205.27381648224355
608151,1963,316.99251541106497,316.99251541106497
608151,1964,300.40772784008516,300.40772784008516
608151,1965,224.17058925179035,224.17058925179035
608151,1966,161.07444383698905,161.07444383698905
608151,1967,210.4279162782134,210.4279162782134
608151,1968,186.1287704348299,186.1287704348299
608151,1969,57.189542729348425,57.189542729348425
608151,1970,170.03279075830616,170.03279075830616
608151,1971,174.93068926182772,174.93068926182772
608151,1972,115.32407244037152,115.32407244037152
608151,1973,255.8988132466525,255.8988132466525
608151,1974,214.0944145512148,214.0944145512148
608151,1975,168.81089439382367,168.81089439382367
608151,1976,117.30056675956736,117.30056675956736
608151,1977,99.79756573851527,99.79756573851527
608151,1978,172.22540631253145,172.22540631253145
608151,1979,90.6736920371365,90.6736920371365
608151,1980,136.4302116877011,136.4302116877011
608151,1981,196.487450250926,196.487450250926
608151,1982,80.26162385245361,80.26162385245361
608151,1983,165.04599015861584,165.04599015861584
608151,1984,174.5177589902235,174.5177589902235
608151,1985,131.85423294793546,131.85423294793546
608151,1986,70.00174560720933,70.00174560720933
608151,1987,40.760037951209185,40.760037951209185
608151,1988,218.82565081964918,217.94816773270725
608151,1989,101.40976450223897,98.99856560486712
608151,1990,149.617963259079,145.63118373032975
608151,1991,173.76504160272813,168.2821797236193
608151,1992,168.15275755577778,161.5923621409465
608151,1993,114.01741512474683,106.77375565040292
608151,1994,89.73708119916566,81.06244257277099
608151,1995,152.37501585668056,140.88002667416828
608151,1996,235.6545391750173,221.96344272393037
608151,1997,167.27480918898902,152.14209041476818
608151,1998,140.91117460538447,122.77797001244409
608151,1999,202.0786895575285,181.55175114489043
608151,2000,149.99205960771636,128.0871379463051
608151,2001,54.52465376482438,37.37373021525346
608151,2002,109.6483471490565,84.45277655840253
608151,2003,165.8417347797866,136.77612122464896
608151,2004,103.6625029683211,74.13546434040013
608151,2005,179.10536896062175,145.2042993995982
608151,2006,60.404206317158554,34.07468514857961
608151,2007,134.9927550024546,96.96383336885822
608151,2008,156.38909764187943,115.7501095279926
608151,2009,184.2082219614116,141.16422307565264
608151,2010,22.06855183495214,9.075742889736947
608151,2011,95.25604783597483,52.55595542388133
608151,2012,66.23139429877753,29.95322299822224
608151,2013,159.75772053258913,106.62119860809123
608151,2014,132.316125297129,78.01989229228406
608151,2015,68.82221403194728,27.250087909359507
608151,2016,201.03222500991512,138.51141523220667
608151,2017,75.71591046599495,27.741823633973127
608151,2018,116.31832526775379,53.953701987536185
608151,2019,43.01709772299918,11.599441633111573
608151,2020,101.56631431371983,38.45329435189767
608151,2021,169.3057929525194,93.32137207655585
610008,1978,105.93458492595708,105.93458492595708
610008,1979,29.513032915587903,29.513032915587903
610008,1980,86.04425520364919,86.0442552036492
610008,1981,100.29192166874127,100.29192166874128
610008,1982,49.82814051596407,49.82814051596407
610008,1983,124.04966376020552,124.04966376020552
610008,1984,118.27906478556324,118.27906478556322
610008,1985,105.17614571060646,105.17614571060646
610008,1986,86.77118707262369,86.77118707262369
610008,1987,28.3956081160229,28.395608116022903
610008,1988,152.2320203364463,152.23202033644634
610008,1989,68.49570829348725,68.49570829348727
610008,1990,78.11149248396762,78.11149248396761
610008,1991,118.50167972978244,118.50167972978244
610008,1992,149.40642756368584,149.40642756368587
610008,1993,88.68716632589054,88.68716632589054
610008,1994,57.81796622542836,57.81796622542836
610008,1995,102.67039728597216,102.67039728597216
610008,1996,202.34092506974395,202.34092506974395
610008,1997,163.75119190100656,163.75119190100654
610008,1998,133.60713310523442,133.60713310523442
610008,2006,1.993761599900179e-9,1.993761599900179e-9
610008,2007,61.5821583045569,61.5821583045569
610008,2008,61.061072458707805,61.061072458707805
610008,2009,112.4510146774121,112.4510146774121
610008,2010,9.503557079728786,9.503557079728788
610008,2011,45.37291746000385,37.47957669332092
610008,2012,20.140467327421426,0.01275911773632511
610008,2013,136.12451466875618,77.13244675058624
610008,2014,130.1941956828275,48.63620441540517
612025,1983,99.4770810568213,86.60889120138312
612025,1984,50.855628524474945,36.30710301204544
612025,1985,55.237233426782694,40.17339117983859
612025,1986,12.353771507078214,4.496173776664999
612025,1987,10.27359638982229,3.518430656593312
612025,1988,69.86373081613792,53.55479372296664
612025,1989,36.924155104232874,20.851357715302157
612025,1990,55.79469642384854,38.865256921829875
612025,1991,78.31123222578529,61.05389731007104
612025,1992,69.02026147851453,51.56589988580715
612025,1993,30.56260610034436,14.532052625893526
612025,1994,29.973910974556635,13.774961240403496
612025,1995,49.38606121112225,31.0800214532218
612025,1996,106.80600796181199,87.95359283862041
612025,1997,36.44707743844105,18.240736259107173
612025,1998,55.87363986762336,36.177470153761064
612025,1999,63.166072546964116,43.01358974943598
612025,2000,48.14655104317695,27.90910069711892
612025,2001,13.402306688306384,3.387445226103478
612025,2002,42.835930761616,22.07474370049932
612025,2003,54.77139216672609,33.01948276289368
612025,2004,37.54028878397969,16.50277621536801
612025,2005,84.26797679500413,61.490786536923224
612025,2006,21.82927503037033,5.743163660603314
612025,2007,51.57383686015474,28.085679964207355
612025,2008,42.82594121925379,19.492420789837535
612025,2009,61.34643883755121,36.867408585021614
612025,2010,1.4333544896377564,0.2299887881128324
612025,2011,65.52066408734272,40.05735650371893
612025,2012,23.30548876587371,5.305756213906013
612025,2013,59.65382669773208,33.16331179422041
612025,2014,56.858306785873964,29.945541441274155
612025,2015,9.696674784894379,1.4026004914088706
612025,2016,45.83520585293436,18.446448827757703
612025,2017,22.105826476924477,3.952647547020504
612025,2018,29.21869989832454,6.447032328845857
612025,2019,11.121437305843843,1.3835838096300663
612025,2020,21.10553606522484,3.2394491784962707
612025,2021,74.99259509656768,43.91391691604716
121001A,1959,271.7175933032583,271.7175933032583
121001A,1960,182.17735910092975,182.17735910092975
121001A,1961,43.7407972960758,43.7407972960758
121001A,1962,96.44006814934899,96.440068149349
121001A,1963,126.06386126129816,126.06386126129816
121001A,1964,30.150615952937272,30.150615952937272
121001A,1965,0.486441704288057,0.486441704288057
121001A,1966,7.667562153628913,7.667562153628913
121001A,1967,38.83459845359374,38.83459845359374
121001A,1968,193.30433751654465,193.30433751654465
121001A,1969,7.2735978180255545,7.273597818025555
121001A,1970,289.8021657857281,289.8021657857281
121001A,1971,270.0554578907379,270.0554578907379
121001A,1972,249.2929268980897,249.2929268980897
121001A,1973,284.1248926684135,284.1248926684135
121001A,1974,450.3470529226536,450.3470529226536
121001A,1975,462.9500383469217,462.9500383469217
121001A,1976,377.5350732650474,377.53507326504734
121001A,1977,217.59111839752126,217.59111839752129
121001A,1978,180.45530261148377,180.45530261148377
121001A,1979,357.8874662120538,357.8874662120538
121001A,1980,187.0225561839124,187.0225561839124
121001A,1981,184.36266895426368,184.36266895426368
121001A,1982,9.708418251279818,9.70841825127982
121001A,1983,0.5477353938187612,0.5477353938187612
121001A,1984,1.4230655262988439,1.423065526298844
121001A,1985,90.50044216739208,90.50044216739208
121001A,1986,6.118344772528737,6.118344772528738
121001A,1987,0.528385098584279,0.528385098584279
121001A,1988,239.95066339316983,239.95066339316983
121001A,1989,160.13501548945243,160.13501548945243
121001A,1990,394.1988874446509,394.1988874446509
121001A,1991,474.7032475515873,474.7032475515873
121001A,1992,22.523583161664025,22.523583161664025
121001A,1993,20.239700899168753,20.239700899168753
121001A,1994,8.607952264325883,8.607952264325883
121001A,1995,32.40287875142071,32.40287875142071
121001A,1997,241.74852703222328,241.74852703222328
121001A,1998,135.11229273825762,135.11229273825762
121001A,1999,201.98255150363252,208.41627302686533
121001A,2000,348.3227197951524,365.04491996984854
121001A,2001,43.95856517391165,55.64221464576545
121001A,2004,70.67739603637642,92.18879237936936
121001A,2005,3.366794941103011,15.516749376876366
121001A,2006,0.024722422104882943,0.2257412749184623
121001A,2007,103.76787366346089,177.3446933297362
121001A,2008,288.53901266148426,391.1674684434156
121001A,2010,406.6836981426225,534.0297168104589
121001A,2011,318.46432377622943,452.358215507538
121001A,2012,154.356808183179,270.8826444394447
121001A,2013,105.04757763582482,218.2602407620579
121001A,2014,8.453798175306149,107.0077771466414
122004A,1973,1056.60331556073,1056.6033155607297
122004A,1974,1750.9475706831813,1750.9475706831809
122004A,1975,1765.6723741598337,1765.6723741598332
122004A,1976,1260.5731972219444,1260.5731972219444
122004A,1977,838.3091901130659,838.3091901130659
122004A,1978,529.1377547922973,529.1377547922974
122004A,1979,1443.5072444705377,1443.5072444705374
122004A,1980,568.1005226711064,568.1005226711064
122004A,1981,810.6440294781745,810.6440294781744
122004A,1982,123.16888084764263,123.16888084764253
122004A,1983,322.6200734629162,322.6200734629159
122004A,1984,93.25612112054979,93.25612112054966
122004A,1985,693.9158070692739,693.9158070692736
122004A,1986,360.29719496248356,360.2971949624835
122004A,1987,84.91547793511022,84.91547793511015
122004A,1988,1199.4656894940176,1199.4656894940172
122004A,1989,1183.1714813249334,1183.1714813249332
122004A,1990,1919.648168259017,1919.6481682590163
122004A,1991,1437.5929589740372,1437.5929589740367
122004A,1992,6.477134936640612e-4,6.477134936640577e-4
122004A,1993,527.4818975974744,527.481897597474
122004A,1994,320.37941417923844,320.3794141792382
122004A,1995,173.00154164349902,173.00154164349902
122004A,1996,341.06021396822274,341.0602139682225
122004A,1997,736.279186139648,736.2791861396478
122004A,1998,662.1601342110309,662.1601342110308
122004A,1999,1220.5966232662167,1220.5966232662167
122004A,2000,1381.695417202079,1381.6954172020785
122004A,2001,60.25963641777443,60.25963641777429
122004A,2002,24.379131415652076,24.379131415651976
122004A,2003,51.002787131446446,51.00278713144635
122004A,2004,108.24019797117842,108.24019797117845
122004A,2005,238.77198352177768,238.77198352177768
122004A,2006,340.71963221710456,340.71963221710433
122004A,2007,948.0986179869541,948.098617986954
122004A,2008,1457.416147305025,1457.416147305025
122004A,2009,1106.5673375494898,1106.5673375494896
122004A,2010,2150.3894076615206,2150.38940766152
122004A,2011,1553.2229077481288,1553.222907748128
122004A,2012,945.8227141044451,945.8227141044448
122004A,2013,852.565005121535,915.2760380194912
122004A,2014,698.2137642215467,808.0427145715823
122004A,2015,11.862586471107054,110.3828768033522
122004A,2016,429.9576379837019,641.4363293622014
122004A,2017,1563.1493547106083,2024.070409661233
122004A,2018,486.5888897012011,798.3913027217673
122004A,2019,795.6294025695573,1247.721371207135
122004A,2020,470.32593794627803,898.555929387678
122004A,2021,621.7962203601664,1147.1844223231185
130004A,1964,0.0023141276913864217,0.00231412769138645
130004A,1965,4.486110420467859e-6,4.486110420467874e-6
130004A,1966,55.71443145432816,55.71443145432816
130004A,1967,34.22167060431771,34.22167060431771
130004A,1968,154.72047927477433,154.7204792747743
130004A,1969,43.78800715151295,43.788007151512936
130004A,1970,43.82135963161141,43.82135963161141
130004A,1971,296.7842158507467,296.7842158507467
130004A,1972,116.07770339196487,116.07770339196487
130004A,1973,378.639559370764,378.639559370764
130004A,1974,227.23587298000152,227.23587298000152
130004A,1975,194.57504993207576,194.57504993207576
130004A,1976,201.79659293412251,201.79659293412251
130004A,1977,146.29316914862827,146.29316914862827
130004A,1978,252.12815587136924,252.12815587136924
130004A,1979,76.777973129477,76.777973129477
130004A,1980,52.56219279358493,52.56219279358493
130004A,1981,108.00026018586976,108.00026018586976
130004A,1982,4.141806078649059e-5,4.1418060786490515e-5
130004A,1983,111.14569295860859,111.1456929586086
130004A,1984,79.37814287696119,79.37814287696119
130004A,1985,36.820576957631616,36.82057695763162
130004A,1986,105.0142985846159,105.0142985846159
130004A,1987,64.8022677142656,64.8022677142656
130004A,1988,52.25038071314852,52.25038071314852
130004A,1989,64.13646975397852,64.13646975397852
130004A,1990,201.43508758891537,201.43508758891537
130004A,1991,165.43289826206993,165.43289826206993
130004A,1992,75.44638604491759,74.52494269394869
130004A,1993,4.734433456838539e-13,1.465901602400864e-13
130004A,1994,29.488274592407052,26.843166291391583
130004A,1995,31.505310044047413,26.34729049909004
130004A,1996,124.62855789474398,114.6416788057948
130004A,1997,78.05575223471247,68.54512850102124
130004A,1998,23.82049769152713,10.406142293111357
130004A,1999,115.85080518713995,99.1291557457392
130004A,2000,134.21959498555438,114.9282269358868
130004A,2001,26.060392800726227,12.104638279966494
130004A,2002,1.3079504539556663e-8,5.569850996564806e-15
130004A,2003,192.51757026632546,160.3390612161924
130004A,2004,126.57064958985774,99.59756611095136
130004A,2005,57.00305480603152,31.26016036337012
130004A,2006,7.969999208761393e-23,1.9465310297582551e-32
130004A,2007,27.174863813014753,0.00351750608171348
130004A,2008,124.9675484873805,82.18572135908336
130004A,2009,76.71216471272928,42.165326489867574
130004A,2010,448.0294988524486,356.18325768042234
130004A,2011,179.26414050744285,121.06780041331776
130004A,2012,123.93526713945774,66.6999561338835
130004A,2013,386.3561438888137,288.7447045397562
130004A,2014,182.0827931859591,114.59386658910626
130004A,2015,152.12599857524992,86.06291482902651
130004A,2016,63.24467664726784,0.8536454273797605
130004A,2017,227.71266510497384,141.84160202449908
130004A,2018,50.30599334955586,0.9109910691728026
130004A,2019,5.589957750357806e-20,9.553143961403624e-33
130004A,2020,76.19977762909681,11.140286664757964
130004A,2021,108.92348777364434,30.798027879390524
613002,1971,226.7646476351278,226.7646476351278
613002,1972,169.23564656443605,169.23564656443605
613002,1973,359.632583997391,359.632583997391
