gauge,CO2_model,non_CO2_model,evidence_ratio,lat,lon,state,status,parent_catchment,river_di,binned_evidence_ratio,impact_of_CO2_term
422334A,508.7005900401153,511.43927472446205,3.9327634321453524,-27.926389,151.8625,QLD,no_nested,NA,0.281159,Weak,Positive-Intercept
G0050115,471.54339113082256,474.32372341610653,4.015517146203971,-24.351667,133.433333,NT,no_nested,NA,0.077475,Weak,Negative-Slope
G8140063,669.13376060138,671.9479158391622,4.084002934717203,-13.798,131.3396,NT,sub_catchment,G8140040,0.079183,Weak,Positive-Slope
A5070500,372.2195987397957,375.19821705302553,4.434031239505886,-33.61,138.63,SA,sub_catchment,A5070503,0.270893,Weak,Negative-Intercept
418021,441.67544170751864,444.6870852627823,4.507856564277987,-30.2293,151.1857,NSW,no_nested,NA,0.183297,Weak,Positive-Intercept
212260,447.9578172458589,451.0215903369759,4.626897446613392,-33.947222,150.244444,NSW,no_nested,NA,0.069044,Weak,Negative-Slope
416016,467.08854418700776,470.2237069070901,4.795036690069551,-29.7936,151.1263,NSW,sub_catchment,416010,0.664076,Weak,Positive-Slope
306119,550.8716084481321,554.1775445526916,5.222457373247432,-43.0367,146.84,TAS,no_nested,NA,0.099015,Weak,Negative-Slope
235233,505.8754192801674,509.2044376355288,5.283079559929673,-38.75502396,143.6249731,VIC,no_nested,NA,0.128114,Weak,Positive-Slope
415226,415.97618894621456,419.3484610382936,5.39858048594275,-36.743611,142.785278,VIC,no_nested,NA,0.313004,Weak,Negative-Intercept
224203,610.7639722602839,614.2833054803486,5.810499909074759,-37.76358991,147.3747776,VIC,main_catchment,224203,0.127623,Weak,Positive-Intercept
406250,377.4533515712532,381.21614269715263,6.562657075527058,-37.32,144.37,VIC,no_nested,NA,0.146324,Weak,Negative-Intercept
405263,385.4792816757592,389.2848152581317,6.704418530419251,-37.462778,146.247778,VIC,sub_catchment,405219,0.135937,Weak,Positive-Slope
A5070503,238.734299998619,242.55418716754303,6.7527078301400145,-33.5331,138.5181,SA,main_catchment,A5070503,0.394135,Weak,Negative-Intercept
415220,370.6118335341636,374.47944114658515,6.91576650864483,-36.64,142.98,VIC,no_nested,NA,0.416643,Weak,Negative-Intercept
118106A,581.688071956484,585.5616386055179,6.936402889529415,-19.39,146.96,QLD,no_nested,NA,0.087231,Weak,Negative-Intercept
236203,539.2227352061547,543.2561701208666,7.5136206292516405,-37.68769856,143.3600674,VIC,sub_catchment,236209,0.667601,Weak,Negative-Intercept
405226,410.22763034896127,414.3516109575492,7.861601228201284,-36.621111,145.306667,VIC,no_nested,NA,0.686897,Weak,Negative-Slope
407230,451.67095830888496,456.060509430224,8.977985817552335,-37.162222,143.960833,VIC,no_nested,NA,0.153763,Weak,Negative-Intercept
227200,561.5889037150458,566.0498587455288,9.304307967730612,-38.538,146.68,VIC,main_catchment,227200,0.304255,Weak,Negative-Slope
233214,759.6759089661288,764.2717648625447,9.953536828975,-38.52871645,143.730405,VIC,no_nested,NA,0.442992,Weak,Negative-Slope
146095A,616.9076905482457,621.7120146758383,11.047034973820855,-28.149444,153.403611,QLD,no_nested,NA,0.226217,Moderate,Negative-Slope
408206,293.0963138612003,297.9108935158557,11.103827040593412,-36.885,143.5,VIC,sub_catchment,408200,0.174821,Moderate,Negative-Slope
238208,671.5025959974042,676.3177857147258,11.107214572383349,-37.373333,142.507778,VIC,sub_catchment,238204,0.025163,Moderate,Negative-Intercept
226410,657.252636119841,662.1320969274378,11.469948071494969,-38.323,146.53,VIC,sub_catchment,226023,0.149265,Moderate,Negative-Slope
418005,515.944666503761,520.9190663062286,12.027550595496947,-29.916944,151.114167,NSW,no_nested,NA,0.16664,Moderate,Positive-Slope
419029,326.3905974081149,331.69208194526453,14.16454864360716,-30.7054,150.8259,NSW,no_nested,NA,0.13392,Moderate,Positive-Intercept
122004A,688.1790895062587,693.7646687888347,16.326501416037225,-20.3,148.547222,QLD,no_nested,NA,0.095185,Moderate,Positive-Slope
237202,549.9035611219937,555.8006857711016,19.07850530337443,-38.126,141.62,VIC,no_nested,NA,0.141341,Moderate,Negative-Slope
405246,431.65534305128426,437.57678637313006,19.31190337395762,-36.59083189,145.3511279,VIC,no_nested,NA,0.601381,Moderate,Negative-Intercept
607155,447.2485902968886,453.2236097819908,19.83622363082094,-34.578611,115.972222,WA,no_nested,NA,0.055321,Moderate,Negative-Slope
231225,456.8289226634536,463.17282702021816,23.854006207426867,-37.598,144.25,VIC,no_nested,NA,0.266808,Moderate,Negative-Intercept
606002,298.71809557744166,305.11683440974235,24.517065256259347,-34.696667,116.513889,WA,sub_catchment,606195,0.025772,Moderate,Negative-Intercept
210040,540.3114205132158,546.7194776598931,24.63156063594973,-32.2708,150.6349,NSW,no_nested,NA,0.164699,Moderate,Positive-Intercept
407215,328.39424557468584,334.8892109898544,25.72549973520963,-37.108889,144.058889,VIC,main_catchment,407215,0.188488,Moderate,Negative-Intercept
235237,366.3566901756604,373.16198003958493,30.04345795520304,-38.448,142.99,VIC,sub_catchment,235203,0.299475,Moderate,Positive-Slope
204034,454.5774752775587,461.4555653449664,31.157189890492543,-29.763056,152.213333,NSW,sub_catchment,204007,0.069909,Moderate,Positive-Slope
232214,364.4247101536549,371.3935149576979,32.602937837319345,-37.62982,144.06236,VIC,no_nested,NA,0.180654,Moderate,Negative-Intercept
422394A,534.7058032676404,541.7346184290382,33.59601909716516,-28.371111,152.141944,QLD,main_catchment,422394A,0.255453,Moderate,Positive-Slope
108003A,510.99396778174224,518.3284383605248,39.14353557502798,-15.988333,145.2875,QLD,no_nested,NA,0.125959,Moderate,Negative-Intercept
146014A,552.6946358704373,560.1078691784363,40.715817527966436,-28.123333,153.19,QLD,no_nested,NA,0.234839,Moderate,Positive-Slope
A5040523,407.89913931948024,415.4122395590568,42.800514339272766,-34.873056,138.754444,SA,no_nested,NA,0.195779,Moderate,Negative-Intercept
222210,463.36199593789536,471.0674767619048,47.12202020311011,-37.0853747,148.4241522,VIC,no_nested,NA,0.054304,Moderate,Negative-Intercept
407220,351.5029035990247,359.3671903582262,51.01620766552859,-36.993611,143.644167,VIC,sub_catchment,407211,0.190878,Moderate,Negative-Intercept
222016,433.5734377757156,441.52389268286646,53.26223021277307,-36.7936,148.4033,NSW,no_nested,NA,6.24e-4,Moderate,Negative-Slope
130004A,636.3501498775125,644.4282050163466,56.771109991198784,-23.8191,150.8206,QLD,no_nested,NA,0.192365,Moderate,Negative-Slope
407253,380.4672084958981,389.0099711343128,71.62049809283954,-36.452222,144.468889,VIC,no_nested,NA,0.60199,Moderate,Negative-Intercept
222213,532.902858435786,541.5057822526144,73.80761484124314,-36.954722,148.326667,VIC,no_nested,NA,0.008964,Moderate,Negative-Intercept
616065,216.71512829224287,225.7235072970232,90.39504937884124,-32.2275,116.171944,WA,no_nested,NA,0.079651,Moderate,Negative-Intercept
312061,794.4502242603542,803.4638845568255,90.63406613084653,-41.419444,145.670556,TAS,no_nested,NA,0.159306,Moderate,Positive-Slope
407221,573.7660920884487,582.7799158641087,90.64147482543407,-37.2064268,144.100373,VIC,sub_catchment,407215,0.115907,Moderate,Negative-Slope
210011,665.8350601518615,675.0353314521735,99.49781162021581,-32.318889,151.688056,NSW,no_nested,NA,0.136914,Moderate,Negative-Slope
302200,490.63697165229814,500.22518539886875,120.79644705662828,-42.0467,148.075,TAS,no_nested,NA,0.085704,Moderately Strong,Negative-Slope
401217,529.8714001347741,539.4737374825795,121.65250658431208,-36.756111,147.708611,VIC,no_nested,NA,0.019382,Moderately Strong,Negative-Slope
236213,395.4687989455101,405.2377126232909,132.21862980925223,-37.531111,143.466389,VIC,sub_catchment,236209,0.416917,Moderately Strong,Negative-Intercept
401210,737.9117497643913,748.0504400441931,159.07012455037125,-36.568611,147.413611,VIC,no_nested,NA,0.028576,Moderately Strong,Negative-Intercept
410713,604.4739444762397,614.6191804430586,159.59158904527527,-35.3843,148.9656,ACT,no_nested,NA,0.065645,Moderately Strong,Negative-Intercept
410156,352.61940750443,363.35096058179573,213.95731632079062,-35.35,147.55,NSW,no_nested,NA,0.24856,Moderately Strong,Negative-Intercept
405237,517.5823549452841,528.4298181582352,226.72358912688946,-36.762369,145.585843,VIC,main_catchment,405237,0.659453,Moderately Strong,Negative-Slope
610008,283.3050341927397,294.5470921077844,276.17340779054206,-33.806667,115.443611,WA,sub_catchment,610001,0.083876,Moderately Strong,Negative-Slope
227213,692.0991746367646,703.3675393228932,279.83001878724514,-38.52579869,146.538118,VIC,no_nested,NA,0.13833,Moderately Strong,Negative-Slope
405274,433.5805477740769,444.8516929753676,280.21932514762426,-37.106111,145.605,VIC,no_nested,NA,0.226042,Moderately Strong,Negative-Intercept
224213,472.0047671867191,483.5448951550957,320.55824265014496,-37.493889,147.271389,VIC,sub_catchment,224203,0.0627,Moderately Strong,Positive-Intercept
406226,387.2698182658728,398.8194247428475,322.0810553277267,-36.881,144.65,VIC,no_nested,NA,0.178374,Moderately Strong,Negative-Slope
215002,358.24373841015586,369.81244392523087,325.17150718001443,-35.340833,149.739444,NSW,sub_catchment,215207,0.137628,Moderately Strong,Negative-Slope
407214,596.3410732509755,608.1760642564228,371.48017675612306,-37.296944,143.789444,VIC,no_nested,NA,0.235117,Moderately Strong,Negative-Intercept
226204,669.2639284255879,681.2474009930079,400.10870941030004,-38.089,146.16,VIC,main_catchment,226204,0.223117,Moderately Strong,Negative-Intercept
305202,503.4949817668762,515.7826710787242,465.8411312449631,-43.071111,147.236944,TAS,no_nested,NA,0.036272,Moderately Strong,Negative-Slope
236216,297.47287843916655,309.8229368924385,480.59706995106785,-38.30559215,142.8812902,VIC,sub_catchment,236209,0.660071,Moderately Strong,Negative-Intercept
407217,550.3693787428605,563.0128098164392,556.5269163709753,-37.15795783,144.2084168,VIC,sub_catchment,407215,0.111772,Moderately Strong,Negative-Intercept
314207,602.7347168919313,615.6560996660141,639.5030478786765,-41.250833,146.09,TAS,no_nested,NA,0.120321,Moderately Strong,Negative-Intercept
210017,512.9133551949919,526.2912705734709,803.4843351664533,-31.9437,151.2797,NSW,no_nested,NA,0.045959,Moderately Strong,Negative-Intercept
603007,361.6100476626411,375.2649449915243,922.8333488800357,-34.9583,117.5032,WA,no_nested,NA,0.561872,Moderately Strong,Positive-Intercept
408202,474.5418731792656,488.4622960534608,1053.8563580169396,-37.181944,143.405556,VIC,sub_catchment,408200,0.172685,Strong,Negative-Intercept
204036,664.7110458290388,678.6615274030592,1069.8147557601362,-28.9341,152.2171,NSW,sub_catchment,204007,0.133183,Strong,Positive-Intercept
231213,616.0685690209804,630.601972435657,1431.8200945608914,-37.496111,144.359722,VIC,sub_catchment,231211,0.13992,Strong,Negative-Intercept
603005,327.301624801132,342.9009591829704,2439.7898582715575,-34.8276,117.3929,WA,sub_catchment,603004,2.37e-4,Strong,Negative-Intercept
235234,364.4105605548102,380.1847460237513,2662.6915057426345,-38.483,143.57,VIC,sub_catchment,235224,0.117438,Strong,Negative-Intercept
238204,438.961551649214,455.1412041548823,3261.12091048466,-37.631,142.34,VIC,main_catchment,238204,0.540598,Strong,Negative-Intercept
701002,219.36066594529385,236.05718756337265,4222.830045007371,-28.8242,114.8455,WA,no_nested,NA,0.210003,Strong,Positive-Intercept
227205,624.2921529229999,641.0978958726103,4459.854739233778,-38.35208581,146.6547464,VIC,no_nested,NA,0.14814,Strong,Negative-Slope
221208,453.5987338971524,470.9301271560333,5800.483931042036,-37.689,149.49,VIC,no_nested,NA,0.113156,Strong,Negative-Slope
411003,365.977553093793,383.4647942851451,6270.557816859645,-35.2567,149.5422,NSW,no_nested,NA,0.102489,Strong,Positive-Intercept
A2390523,230.6771957462905,249.25640704912087,10824.914467082086,-37.7034,140.3622,SA,no_nested,NA,0.41207,Very Strong,Negative-Intercept
208005,652.7773773497258,671.3625246879537,10857.090731048042,-31.779,152.0746,NSW,sub_catchment,208004,0.076991,Very Strong,Negative-Slope
231211,422.88638422327074,441.5437538139621,11256.317384857735,-37.63,144.43,VIC,main_catchment,231211,0.117132,Very Strong,Negative-Intercept
317200,544.2822747350956,563.0696008045794,12012.019286947363,-41.2567,146.5667,TAS,no_nested,NA,0.180355,Very Strong,Negative-Intercept
230205,537.1698193289262,556.1374109951113,13144.988115986127,-37.632,144.8,VIC,no_nested,NA,0.260152,Very Strong,Negative-Intercept
218005,660.5749561626516,679.5947967206861,13492.918604889663,-36.1975,149.7606,NSW,sub_catchment,218008,0.035956,Very Strong,Negative-Slope
234201,479.1500611598592,498.9907343335978,20339.835597870024,-38.012,143.64,VIC,main_catchment,234201,0.348426,Very Strong,Negative-Intercept
208004,610.2777954818149,630.4480147474457,23983.218433487054,-31.92,152.31,NSW,main_catchment,208004,0.098338,Very Strong,Negative-Slope
406235,349.39951393299145,370.5615923290267,39381.01782172269,-36.948,144.66,VIC,no_nested,NA,0.17575,Very Strong,Negative-Intercept
405230,404.6058846318245,425.8889541059597,41836.93066026479,-36.604,144.81,VIC,no_nested,NA,0.163917,Very Strong,Negative-Slope
407246,393.22288703012833,414.9970025522346,53479.71815243953,-36.72893939,144.1360524,VIC,no_nested,NA,0.658451,Very Strong,Negative-Slope
405212,531.8229496248736,553.6994685056537,56289.282978719675,-37.1,145.06,VIC,no_nested,NA,0.660667,Very Strong,Negative-Intercept
603003,429.49177403380895,451.4849779042722,59671.03079117779,-34.6994,117.2169,WA,sub_catchment,603136,0.152452,Very Strong,Negative-Intercept
238229,473.0118612387885,495.4242340825248,73584.2599056533,-37.321,141.48,VIC,no_nested,NA,0.190414,Very Strong,Negative-Intercept
216002,594.6953394788039,617.4821641917902,88735.23759045017,-35.468056,150.237222,NSW,no_nested,NA,0.04949,Very Strong,Negative-Slope
614044,460.967008194663,483.88657397027634,94824.48047891482,-32.811111,116.155556,WA,sub_catchment,614006,0.083438,Very Strong,Negative-Intercept
238230,429.02724679737514,452.16176374990147,105583.61489783986,-37.87,141.41,VIC,no_nested,NA,0.148723,Very Strong,Negative-Intercept
415223,601.8530718966985,625.3205851546933,124711.28552760908,-36.88537671,142.2340353,VIC,no_nested,NA,0.549091,Very Strong,Negative-Slope
405251,444.5980794867888,468.8480581599945,184423.37353549758,-36.968611,145.783889,VIC,no_nested,NA,0.148209,Very Strong,Negative-Intercept
235219,603.5996673272317,627.8973611933594,188876.17735386852,-38.7031718,143.4772919,VIC,main_catchment,235219,0.152745,Very Strong,Negative-Slope
406214,435.49561418772095,460.9471972437364,336310.9737419899,-36.773889,144.428333,VIC,no_nested,NA,0.567066,Very Strong,Negative-Intercept
406213,395.5342276377089,421.027528820278,343399.7815423948,-37.016111,144.539167,VIC,main_catchment,406213,0.211282,Very Strong,Negative-Intercept
138004B,412.1926110124937,438.1193518946219,426501.19213323283,-25.903611,152.349167,QLD,no_nested,NA,0.344376,Very Strong,Positive-Slope
405248,449.478108210636,475.7192031569599,499092.8717571014,-36.853611,144.914444,VIC,no_nested,NA,0.095684,Very Strong,Negative-Slope
405234,535.0197377012706,561.7804206774367,647155.2433680369,-36.888,145.68,VIC,sub_catchment,405237,0.529223,Very Strong,Negative-Slope
401009,545.7713008583802,572.7583844970216,724720.845732437,-35.926111,148.100833,NSW,no_nested,NA,0.106561,Very Strong,Negative-Intercept
210022,680.9652551530802,708.6554542018177,1030031.0695564386,-32.3078,151.5117,NSW,no_nested,NA,0.10746,Extremely Strong,Negative-Slope
405240,430.3521023892945,458.5941136399132,1357296.7900209138,-37.061,145.06,VIC,main_catchment,405240,0.634451,Extremely Strong,Negative-Intercept
303203,499.1369507992214,529.498017778091,3915812.8463101164,-42.435,147.4533,TAS,no_nested,NA,0.166935,Extremely Strong,Negative-Slope
234200,498.8922828665476,529.8178547588104,5192812.137820808,-37.809,143.59,VIC,sub_catchment,234201,0.301163,Extremely Strong,Negative-Intercept
238235,449.9101447269072,480.99482967797707,5622812.1289278325,-37.98,141.46,VIC,no_nested,NA,0.139925,Extremely Strong,Negative-Slope
616041,374.10867859213784,405.8432952769908,7781878.678786208,-32.2479,116.1124,WA,no_nested,NA,0.146399,Extremely Strong,Negative-Slope
405228,426.1980749345586,458.1524142320763,8685535.803743672,-36.95,145.28,VIC,no_nested,NA,0.187411,Extremely Strong,Negative-Intercept
226205,658.7985409700664,692.1766668796769,17699783.30484961,-37.90701017,146.0221188,VIC,sub_catchment,226204,0.175886,Extremely Strong,Negative-Slope
227210,712.6652432874284,746.9279535383696,27545648.32277043,-38.39502395,146.74407,VIC,no_nested,NA,0.17187,Extremely Strong,Negative-Slope
230210,543.3262551099432,578.2888736417999,39087343.07104319,-37.471944,144.524167,VIC,no_nested,NA,0.131838,Extremely Strong,Negative-Slope
406208,667.122276498653,702.2491826806155,42433686.21556485,-37.387778,144.450556,VIC,sub_catchment,406213,0.204446,Extremely Strong,Negative-Slope
319204,499.1865161995533,535.4925252563462,76515548.64429492,-41.0667,147.11,TAS,no_nested,NA,0.139274,Extremely Strong,Negative-Slope
606001,406.8202975406122,443.505374641895,92483291.21396533,-34.764167,116.615278,WA,no_nested,NA,0.004625,Extremely Strong,Negative-Intercept
405238,440.8144366387576,478.5456604785264,156038280.02450696,-37.120278,144.856944,VIC,sub_catchment,405240,0.344173,Extremely Strong,Negative-Slope
606195,578.6449185750873,618.5630238533332,465700200.79607016,-34.8069,116.5752,WA,main_catchment,606195,0.030046,Extremely Strong,Negative-Intercept
613002,520.8005099897415,561.1143560482279,567597460.5593387,-33.085833,116.038889,WA,no_nested,NA,0.009804,Extremely Strong,Negative-Intercept
608151,560.7919506267539,603.7055391127695,2082415266.8867013,-34.3272,115.7846,WA,no_nested,NA,0.12992,Extremely Strong,Negative-Intercept
606185,382.4254928068176,425.60838444240073,2382570580.9376626,-34.7648,116.3773,WA,no_nested,NA,0.026589,Extremely Strong,Negative-Slope
230209,533.4046066205096,578.6306751289791,6617835927.180732,-37.41050387,144.6260551,VIC,no_nested,NA,0.080181,Extremely Strong,Negative-Slope
616178,429.72125235635536,476.7633207075287,16407988807.617617,-31.884,116.0948,WA,no_nested,NA,0.11882,Extremely Strong,Negative-Intercept
603190,545.2228080507736,594.0014219779534,39096819721.74579,-34.7038,117.2921,WA,sub_catchment,603136,0.169222,Extremely Strong,Negative-Intercept
235204,500.8356333759694,553.6377714927872,292306591247.9481,-38.6548305,143.5291815,VIC,sub_catchment,235219,0.206489,Extremely Strong,Negative-Slope
235205,740.6902327980293,804.9392481519598,89432715554432.84,-38.638056,143.443056,VIC,sub_catchment,235224,0.127714,Extremely Strong,Negative-Slope
613146,604.6785435704533,680.9148560535125,35851300646296244,-32.997778,115.921944,WA,no_nested,NA,0.343678,Extremely Strong,Negative-Slope
