gauge,model,parameter,exit_message,acceptance_rate,gelman_statistic,best_coefficients
221209,streamflow_model_drought_precip_seasonal_ratio_auto,a1,Convergence criteria reached,0.14348722606002862,1.0385448722910209,0.4463352523307893
221209,streamflow_model_drought_precip_seasonal_ratio_auto,a2,Convergence criteria reached,0.14348722606002862,1.017946418913745,0.18206137996852068
221209,streamflow_model_drought_precip_seasonal_ratio_auto,a4,Convergence criteria reached,0.14348722606002862,1.0222690012612368,-185.49392041740475
221209,streamflow_model_drought_precip_seasonal_ratio_auto,b,Convergence criteria reached,0.14348722606002862,1.0173655032929256,0.03793738654382431
221209,streamflow_model_drought_precip_seasonal_ratio_auto,sd,Convergence criteria reached,0.14348722606002862,1.009412123769179,75.7054102551441
221210,streamflow_model_precip_auto,a0,Convergence criteria reached,0.20076083449833315,1.009639278437909,-387.2853653950315
221210,streamflow_model_precip_auto,a1,Convergence criteria reached,0.20076083449833315,1.006391962362406,0.5632207778713063
221210,streamflow_model_precip_auto,a2,Convergence criteria reached,0.20076083449833315,1.0046017477486682,0.1362935056878638
221210,streamflow_model_precip_auto,b,Convergence criteria reached,0.20076083449833315,1.0019665810125002,0.04494270370520758
221210,streamflow_model_precip_auto,sd,Convergence criteria reached,0.20076083449833315,1.015324701420554,61.663645091633086
221211,streamflow_model_precip_seasonal_ratio_auto,a0,Convergence criteria reached,0.16223499285373988,1.050764442511522,-358.159853873555
221211,streamflow_model_precip_seasonal_ratio_auto,a1,Convergence criteria reached,0.16223499285373988,1.0412412001435751,0.5043509768570144
221211,streamflow_model_precip_seasonal_ratio_auto,a2,Convergence criteria reached,0.16223499285373988,1.0142969871512293,0.23200591314303295
221211,streamflow_model_precip_seasonal_ratio_auto,a4,Convergence criteria reached,0.16223499285373988,1.0222916029799605,-156.07027522665112
221211,streamflow_model_precip_seasonal_ratio_auto,b,Convergence criteria reached,0.16223499285373988,1.0128364370243006,0.02029045863071911
221211,streamflow_model_precip_seasonal_ratio_auto,sd,Convergence criteria reached,0.16223499285373988,1.01158378651619,65.89983062439913
221212,streamflow_model_drought_precip_seasonal_ratio_auto,a0_d,Convergence criteria reached,0.11750387089090042,1.0645780453563751,-321.4340382747455
221212,streamflow_model_drought_precip_seasonal_ratio_auto,a0_n,Convergence criteria reached,0.11750387089090042,1.0663768651874828,-281.50086744839587
221212,streamflow_model_drought_precip_seasonal_ratio_auto,a1,Convergence criteria reached,0.11750387089090042,1.0635768362698792,0.4935520524324733
221212,streamflow_model_drought_precip_seasonal_ratio_auto,a2,Convergence criteria reached,0.11750387089090042,1.015485290866134,0.20694703843963347
221212,streamflow_model_drought_precip_seasonal_ratio_auto,a4,Convergence criteria reached,0.11750387089090042,1.0240566741937118,-208.4574616308348
221212,streamflow_model_drought_precip_seasonal_ratio_auto,b,Convergence criteria reached,0.11750387089090042,1.0247253025119,0.06493024693398565
221212,streamflow_model_drought_precip_seasonal_ratio_auto,sd,Convergence criteria reached,0.11750387089090042,1.013300386537643,48.241667290336416
222004,streamflow_model_precip_seasonal_ratio_auto,a0,Convergence criteria reached,0.14710129823725582,1.0411191721423982,-277.0927510111113
222004,streamflow_model_precip_seasonal_ratio_auto,a1,Convergence criteria reached,0.14710129823725582,1.037708219807106,0.43087964316340144
222004,streamflow_model_precip_seasonal_ratio_auto,a2,Convergence criteria reached,0.14710129823725582,1.0178874933901283,0.29684120401530967
222004,streamflow_model_precip_seasonal_ratio_auto,a4,Convergence criteria reached,0.14710129823725582,1.0206303408625403,-129.55904446436625
222004,streamflow_model_precip_seasonal_ratio_auto,b,Convergence criteria reached,0.14710129823725582,1.0191904307864716,0.02164808757630875
222004,streamflow_model_precip_seasonal_ratio_auto,sd,Convergence criteria reached,0.14710129823725582,1.0090388575121123,42.67194420897292
222206,streamflow_model_precip_seasonal_ratio_auto,a0,Convergence criteria reached,0.14652066460219149,1.0396451710542998,-284.59435446196585
222206,streamflow_model_precip_seasonal_ratio_auto,a1,Convergence criteria reached,0.14652066460219149,1.0251398211594869,0.4167720226331691
222206,streamflow_model_precip_seasonal_ratio_auto,a2,Convergence criteria reached,0.14652066460219149,1.015300929761196,0.2307009357586578
222206,streamflow_model_precip_seasonal_ratio_auto,a4,Convergence criteria reached,0.14652066460219149,1.019568970077381,-177.61412069748076
222206,streamflow_model_precip_seasonal_ratio_auto,b,Convergence criteria reached,0.14652066460219149,1.0178374904261538,0.03122475697873477
222206,streamflow_model_precip_seasonal_ratio_auto,sd,Convergence criteria reached,0.14652066460219149,1.0111883683888625,44.88316253219652
222217,streamflow_model_drought_precip_seasonal_ratio_auto,a0_d,Convergence criteria reached,0.10851149356836588,1.0580268102587187,-358.0917494949624
222217,streamflow_model_drought_precip_seasonal_ratio_auto,a0_n,Convergence criteria reached,0.10851149356836588,1.0590216432418127,-335.8298917388497
222217,streamflow_model_drought_precip_seasonal_ratio_auto,a1,Convergence criteria reached,0.10851149356836588,1.0690412367806088,0.4557841056579203
222217,streamflow_model_drought_precip_seasonal_ratio_auto,a2,Convergence criteria reached,0.10851149356836588,1.019365286390788,0.39206670478785033
222217,streamflow_model_drought_precip_seasonal_ratio_auto,a4,Convergence criteria reached,0.10851149356836588,1.0175992818993147,-475.4262429274765
222217,streamflow_model_drought_precip_seasonal_ratio_auto,b,Convergence criteria reached,0.10851149356836588,1.0299947565160563,0.01450359830784583
222217,streamflow_model_drought_precip_seasonal_ratio_auto,sd,Convergence criteria reached,0.10851149356836588,1.010478180102885,42.36620907311939
223204,streamflow_model_precip_seasonal_ratio_auto,a0,Convergence criteria reached,0.1453184552167699,1.0469138859730436,-353.3443700113353
223204,streamflow_model_precip_seasonal_ratio_auto,a1,Convergence criteria reached,0.1453184552167699,1.0358617753873134,0.5501451178213856
223204,streamflow_model_precip_seasonal_ratio_auto,a2,Convergence criteria reached,0.1453184552167699,1.010997603186027,0.2918887534316983
223204,streamflow_model_precip_seasonal_ratio_auto,a4,Convergence criteria reached,0.1453184552167699,1.018330978210825,-140.7563571022199
223204,streamflow_model_precip_seasonal_ratio_auto,b,Convergence criteria reached,0.1453184552167699,1.02094259447194,0.02577143268035053
223204,streamflow_model_precip_seasonal_ratio_auto,sd,Convergence criteria reached,0.1453184552167699,1.0117561945981794,51.75166215818462
224206,streamflow_model_precip_seasonal_ratio_auto,a0,Convergence criteria reached,0.1263957539304431,1.0517392390498994,-351.03273179298026
224206,streamflow_model_precip_seasonal_ratio_auto,a1,Convergence criteria reached,0.1263957539304431,1.0420960397064576,0.5178205934267212
224206,streamflow_model_precip_seasonal_ratio_auto,a2,Convergence criteria reached,0.1263957539304431,1.014087999004495,0.11754432871985963
224206,streamflow_model_precip_seasonal_ratio_auto,a4,Convergence criteria reached,0.1263957539304431,1.0192886276168265,-190.39975902504352
224206,streamflow_model_precip_seasonal_ratio_auto,b,Convergence criteria reached,0.1263957539304431,1.0261370905785585,0.01434089758042
224206,streamflow_model_precip_seasonal_ratio_auto,sd,Convergence criteria reached,0.1263957539304431,1.009388054327019,38.28425700989827
224214,streamflow_model_drought_precip_seasonal_ratio_auto,a0_d,Convergence criteria reached,0.12114771915197708,1.049797624869207,-227.62404278235385
224214,streamflow_model_drought_precip_seasonal_ratio_auto,a0_n,Convergence criteria reached,0.12114771915197708,1.052709367017783,-248.2501293738336
224214,streamflow_model_drought_precip_seasonal_ratio_auto,a1,Convergence criteria reached,0.12114771915197708,1.0509743880706426,0.3441159670862261
224214,streamflow_model_drought_precip_seasonal_ratio_auto,a2,Convergence criteria reached,0.12114771915197708,1.0198095313969937,0.4353150445868612
224214,streamflow_model_drought_precip_seasonal_ratio_auto,a4,Convergence criteria reached,0.12114771915197708,1.0201658873983492,-139.44085572995414
224214,streamflow_model_drought_precip_seasonal_ratio_auto,b,Convergence criteria reached,0.12114771915197708,1.0238994966541186,0.03086085860327654
224214,streamflow_model_drought_precip_seasonal_ratio_auto,sd,Convergence criteria reached,0.12114771915197708,1.0103482645167536,32.52308611975801
225020A,streamflow_model_precip_auto,a0,Convergence criteria reached,0.12948300892569098,1.0194666565162045,-299.03783785702035
225020A,streamflow_model_precip_auto,a1,Convergence criteria reached,0.12948300892569098,1.0136284265642976,0.994133296947722
225020A,streamflow_model_precip_auto,a2,Convergence criteria reached,0.12948300892569098,1.0053621496287957,0.1979893460311468
225020A,streamflow_model_precip_auto,b,Convergence criteria reached,0.12948300892569098,1.0055792407612956,0.01584358366162307
225020A,streamflow_model_precip_auto,sd,Convergence criteria reached,0.12948300892569098,1.0252112187028002,104.7689395644718
225209,streamflow_model_precip_seasonal_ratio_auto,a0,Convergence criteria reached,0.14630478799428304,1.0494651244728237,-303.33222335661526
225209,streamflow_model_precip_seasonal_ratio_auto,a1,Convergence criteria reached,0.14630478799428304,1.0441648153076784,0.555236877847521
225209,streamflow_model_precip_seasonal_ratio_auto,a2,Convergence criteria reached,0.14630478799428304,1.0164936086690866,0.11765612581302398
225209,streamflow_model_precip_seasonal_ratio_auto,a4,Convergence criteria reached,0.14630478799428304,1.0181202567383831,-270.5456131510914
225209,streamflow_model_precip_seasonal_ratio_auto,b,Convergence criteria reached,0.14630478799428304,1.0183144118855274,0.06682585829701901
225209,streamflow_model_precip_seasonal_ratio_auto,sd,Convergence criteria reached,0.14630478799428304,1.0105486770469836,40.10446597346835
225213,streamflow_model_precip_seasonal_ratio_auto,a0,Convergence criteria reached,0.1527140900428775,1.0479321222374776,-505.1469246079116
225213,streamflow_model_precip_seasonal_ratio_auto,a1,Convergence criteria reached,0.1527140900428775,1.049644644851113,0.6010948910597252
225213,streamflow_model_precip_seasonal_ratio_auto,a2,Convergence criteria reached,0.1527140900428775,1.0149970444335208,0.17433690089236498
225213,streamflow_model_precip_seasonal_ratio_auto,a4,Convergence criteria reached,0.1527140900428775,1.014377981921957,-303.98086682153075
225213,streamflow_model_precip_seasonal_ratio_auto,b,Convergence criteria reached,0.1527140900428775,1.0161091175906456,0.01457970239475788
225213,streamflow_model_precip_seasonal_ratio_auto,sd,Convergence criteria reached,0.1527140900428775,1.0122725721083048,63.279852935357994
225218,streamflow_model_precip_seasonal_ratio_auto,a0,Convergence criteria reached,0.13742407098618392,1.0348054830335909,-496.0888271096252
225218,streamflow_model_precip_seasonal_ratio_auto,a1,Convergence criteria reached,0.13742407098618392,1.0306093670306216,0.7321603915052151
225218,streamflow_model_precip_seasonal_ratio_auto,a2,Convergence criteria reached,0.13742407098618392,1.013759720004699,0.2436723002944321
225218,streamflow_model_precip_seasonal_ratio_auto,a4,Convergence criteria reached,0.13742407098618392,1.0148375708694348,-190.3143340754698
225218,streamflow_model_precip_seasonal_ratio_auto,b,Convergence criteria reached,0.13742407098618392,1.0250247185102048,0.01888809396804264
225218,streamflow_model_precip_seasonal_ratio_auto,sd,Convergence criteria reached,0.13742407098618392,1.011523353489714,63.713015752576375
225219,streamflow_model_precip_seasonal_ratio,a0,Convergence criteria reached,0.14975400580707598,1.0355811320694808,-271.6544364784429
225219,streamflow_model_precip_seasonal_ratio,a1,Convergence criteria reached,0.14975400580707598,1.0138714618698477,0.5678611091420175
225219,streamflow_model_precip_seasonal_ratio,a4,Convergence criteria reached,0.14975400580707598,1.0061736335260123,-387.7287225027601
225219,streamflow_model_precip_seasonal_ratio,b,Convergence criteria reached,0.14975400580707598,1.0022179177829778,0.06068067945982557
225219,streamflow_model_precip_seasonal_ratio,sd,Convergence criteria reached,0.14975400580707598,1.016800019366925,53.078699860908245
225221,streamflow_model_precip_seasonal_ratio_auto,a0,Convergence criteria reached,0.13282366603144358,1.0419645545931109,-302.68036103776194
225221,streamflow_model_precip_seasonal_ratio_auto,a1,Convergence criteria reached,0.13282366603144358,1.035680897656102,0.5438898011330767
225221,streamflow_model_precip_seasonal_ratio_auto,a2,Convergence criteria reached,0.13282366603144358,1.0143337603870684,0.1927681352395816
225221,streamflow_model_precip_seasonal_ratio_auto,a4,Convergence criteria reached,0.13282366603144358,1.020337208266414,-244.5298168339441
225221,streamflow_model_precip_seasonal_ratio_auto,b,Convergence criteria reached,0.13282366603144358,1.0203690669609815,0.2593278156445842
225221,streamflow_model_precip_seasonal_ratio_auto,sd,Convergence criteria reached,0.13282366603144358,1.012035796959047,36.55707101992181
225223,streamflow_model_precip_seasonal_ratio_auto,a0,Convergence criteria reached,0.1360283170557408,1.0472319210746643,-516.901460656676
225223,streamflow_model_precip_seasonal_ratio_auto,a1,Convergence criteria reached,0.1360283170557408,1.040413945811001,0.6846478177748223
225223,streamflow_model_precip_seasonal_ratio_auto,a2,Convergence criteria reached,0.1360283170557408,1.0160533695885006,0.24203882074271377
225223,streamflow_model_precip_seasonal_ratio_auto,a4,Convergence criteria reached,0.1360283170557408,1.016352214095318,-210.1397665620943
225223,streamflow_model_precip_seasonal_ratio_auto,b,Convergence criteria reached,0.1360283170557408,1.0197623375639822,0.01579959621837572
225223,streamflow_model_precip_seasonal_ratio_auto,sd,Convergence criteria reached,0.1360283170557408,1.011706848115477,68.20741294518064
225224,streamflow_model_precip_seasonal_ratio_auto,a0,Convergence criteria reached,0.14516213077656026,1.0316943412250736,-489.9106339119785
225224,streamflow_model_precip_seasonal_ratio_auto,a1,Convergence criteria reached,0.14516213077656026,1.025395795693603,0.6883440912861093
225224,streamflow_model_precip_seasonal_ratio_auto,a2,Convergence criteria reached,0.14516213077656026,1.0152580714696315,0.15778955956451957
225224,streamflow_model_precip_seasonal_ratio_auto,a4,Convergence criteria reached,0.14516213077656026,1.016073654040927,-232.92321772870787
225224,streamflow_model_precip_seasonal_ratio_auto,b,Convergence criteria reached,0.14516213077656026,1.0169368972081625,0.01348039010763041
225224,streamflow_model_precip_seasonal_ratio_auto,sd,Convergence criteria reached,0.14516213077656026,1.0110716573016676,72.28987426686777
226023,streamflow_model_precip_only,a0,Convergence criteria reached,0.1902254274653188,1.0229722613618606,-331.4523512900555
226023,streamflow_model_precip_only,a1,Convergence criteria reached,0.1902254274653188,1.014098928205824,0.59258735492373
226023,streamflow_model_precip_only,b,Convergence criteria reached,0.1902254274653188,1.0013724968623805,0.844880156358366
226023,streamflow_model_precip_only,sd,Convergence criteria reached,0.1902254274653188,1.0226040711791309,60.64212248307711
226209,streamflow_model_precip_seasonal_ratio_auto,a0,Convergence criteria reached,0.11572474988089564,1.0724957394437211,-379.8485627925354
226209,streamflow_model_precip_seasonal_ratio_auto,a1,Convergence criteria reached,0.11572474988089564,1.0595826380988884,0.6164064494258433
226209,streamflow_model_precip_seasonal_ratio_auto,a2,Convergence criteria reached,0.11572474988089564,1.0182245848131313,0.190462824792891
226209,streamflow_model_precip_seasonal_ratio_auto,a4,Convergence criteria reached,0.11572474988089564,1.0241125212080615,-358.27172889504675
226209,streamflow_model_precip_seasonal_ratio_auto,b,Convergence criteria reached,0.11572474988089564,1.0271917854363848,0.10507034154760428
226209,streamflow_model_precip_seasonal_ratio_auto,sd,Convergence criteria reached,0.11572474988089564,1.0120908435275342,33.26611049555015
226218,streamflow_model_precip_seasonal_ratio_auto,a0,Convergence criteria reached,0.13499359814197243,1.0632858293262748,-398.8033740266633
226218,streamflow_model_precip_seasonal_ratio_auto,a1,Convergence criteria reached,0.13499359814197243,1.0572249071031885,0.702307855981756
226218,streamflow_model_precip_seasonal_ratio_auto,a2,Convergence criteria reached,0.13499359814197243,1.0177264808220765,0.3085553061569477
226218,streamflow_model_precip_seasonal_ratio_auto,a4,Convergence criteria reached,0.13499359814197243,1.0197225648757906,-474.8805110943249
226218,streamflow_model_precip_seasonal_ratio_auto,b,Convergence criteria reached,0.13499359814197243,1.020481003456294,0.1483734390074198
226218,streamflow_model_precip_seasonal_ratio_auto,sd,Convergence criteria reached,0.13499359814197243,1.0146608368595151,56.630002984059814
226220,streamflow_model_precip_auto,a0,Convergence criteria reached,0.16411038821378643,1.011894922041766,-184.06535551828995
226220,streamflow_model_precip_auto,a1,Convergence criteria reached,0.16411038821378643,1.0073605821950462,0.32122303200498736
226220,streamflow_model_precip_auto,a2,Convergence criteria reached,0.16411038821378643,1.0035824980320904,0.4731608497572233
226220,streamflow_model_precip_auto,b,Convergence criteria reached,0.16411038821378643,1.0037803767903344,0.10802068759821402
226220,streamflow_model_precip_auto,sd,Convergence criteria reached,0.16411038821378643,1.0133605894890838,52.19455523191287
226222,streamflow_model_precip_auto,a0,Convergence criteria reached,0.1561290192493816,1.010534217395285,-144.69603772948176
226222,streamflow_model_precip_auto,a1,Convergence criteria reached,0.1561290192493816,1.015975081097569,0.42263390600680706
226222,streamflow_model_precip_auto,a2,Convergence criteria reached,0.1561290192493816,1.0070978851556414,0.5509709317926685
226222,streamflow_model_precip_auto,b,Convergence criteria reached,0.1561290192493816,1.002202836629075,0.3203811787715237
226222,streamflow_model_precip_auto,sd,Convergence criteria reached,0.1561290192493816,1.0255039312382044,73.79277007917683
226402,streamflow_model_precip_seasonal_ratio_auto,a0,Convergence criteria reached,0.12756074321105293,1.0468859048407086,-350.7050008944392
226402,streamflow_model_precip_seasonal_ratio_auto,a1,Convergence criteria reached,0.12756074321105293,1.0388445358946587,0.5146451076279497
226402,streamflow_model_precip_seasonal_ratio_auto,a2,Convergence criteria reached,0.12756074321105293,1.0217826644816366,0.17170209188397423
226402,streamflow_model_precip_seasonal_ratio_auto,a4,Convergence criteria reached,0.12756074321105293,1.022537739851928,-316.73698297613544
226402,streamflow_model_precip_seasonal_ratio_auto,b,Convergence criteria reached,0.12756074321105293,1.028372116255558,0.03754422102273318
226402,streamflow_model_precip_seasonal_ratio_auto,sd,Convergence criteria reached,0.12756074321105293,1.0129423939387616,32.20868839861637
226407,streamflow_model_drought_precip_seasonal_ratio_auto,a0_d,Convergence criteria reached,0.11630166150547884,1.0385214353785874,-441.0359259934685
226407,streamflow_model_drought_precip_seasonal_ratio_auto,a0_n,Convergence criteria reached,0.11630166150547884,1.0422888693440235,-400.9030787092438
226407,streamflow_model_drought_precip_seasonal_ratio_auto,a1,Convergence criteria reached,0.11630166150547884,1.0408926205953613,0.6549650388844547
226407,streamflow_model_drought_precip_seasonal_ratio_auto,a2,Convergence criteria reached,0.11630166150547884,1.020763527151138,0.1072711954798593
226407,streamflow_model_drought_precip_seasonal_ratio_auto,a4,Convergence criteria reached,0.11630166150547884,1.0141520974697429,-344.57518055132755
226407,streamflow_model_drought_precip_seasonal_ratio_auto,b,Convergence criteria reached,0.11630166150547884,1.029320998767921,0.4141347281715124
226407,streamflow_model_drought_precip_seasonal_ratio_auto,sd,Convergence criteria reached,0.11630166150547884,1.0102601632988626,45.90664851866334
227202,streamflow_model_precip_seasonal_ratio_auto,a0,Convergence criteria reached,0.10871620414483084,1.0505013759566122,-473.72339405095136
227202,streamflow_model_precip_seasonal_ratio_auto,a1,Convergence criteria reached,0.10871620414483084,1.0405011279222522,0.6495084563147006
227202,streamflow_model_precip_seasonal_ratio_auto,a2,Convergence criteria reached,0.10871620414483084,1.0185714877236882,0.13379525794630287
227202,streamflow_model_precip_seasonal_ratio_auto,a4,Convergence criteria reached,0.10871620414483084,1.0204472214101925,-427.80754138133193
227202,streamflow_model_precip_seasonal_ratio_auto,b,Convergence criteria reached,0.10871620414483084,1.033094245535141,0.01487833998882244
227202,streamflow_model_precip_seasonal_ratio_auto,sd,Convergence criteria reached,0.10871620414483084,1.012437452646506,28.413259265544077
227211,streamflow_model_drought_precip_only,a0_d,Convergence criteria reached,0.1273389611786213,1.0124378894665451,-444.73622623102415
227211,streamflow_model_drought_precip_only,a0_n,Convergence criteria reached,0.1273389611786213,1.012202317694554,-390.17569431629863
227211,streamflow_model_drought_precip_only,a1,Convergence criteria reached,0.1273389611786213,1.008290874553207,0.6457594197254521
227211,streamflow_model_drought_precip_only,b,Convergence criteria reached,0.1273389611786213,1.003945115819476,0.02272561626030647
227211,streamflow_model_drought_precip_only,sd,Convergence criteria reached,0.1273389611786213,1.0138133236176337,59.46346128428904
227219,streamflow_model_drought_precip_seasonal_ratio_auto,a0_d,Convergence criteria reached,0.10599063765182182,1.0249974581098065,-550.7840259785806
227219,streamflow_model_drought_precip_seasonal_ratio_auto,a0_n,Convergence criteria reached,0.10599063765182182,1.024691539180458,-527.904224868351
227219,streamflow_model_drought_precip_seasonal_ratio_auto,a1,Convergence criteria reached,0.10599063765182182,1.0213753114904698,0.7671272450975818
227219,streamflow_model_drought_precip_seasonal_ratio_auto,a2,Convergence criteria reached,0.10599063765182182,1.0124424046426923,0.1161109641586413
227219,streamflow_model_drought_precip_seasonal_ratio_auto,a4,Convergence criteria reached,0.10599063765182182,1.0115302648053843,-602.3060013208251
227219,streamflow_model_drought_precip_seasonal_ratio_auto,b,Convergence criteria reached,0.10599063765182182,1.0155051109453035,0.02527303083210689
227219,streamflow_model_drought_precip_seasonal_ratio_auto,sd,Convergence criteria reached,0.10599063765182182,1.006055427671536,34.53312340434249
227227,streamflow_model_precip_seasonal_ratio_auto,a0,Convergence criteria reached,0.1287294545021439,1.046375270507892,-686.2935553192135
227227,streamflow_model_precip_seasonal_ratio_auto,a1,Convergence criteria reached,0.1287294545021439,1.0404114027409104,0.8991171116376578
227227,streamflow_model_precip_seasonal_ratio_auto,a2,Convergence criteria reached,0.1287294545021439,1.0152219465349877,0.16433813630578054
227227,streamflow_model_precip_seasonal_ratio_auto,a4,Convergence criteria reached,0.1287294545021439,1.0170116284114885,-683.6882288615392
227227,streamflow_model_precip_seasonal_ratio_auto,b,Convergence criteria reached,0.1287294545021439,1.0206221261446964,0.01198065523937543
227227,streamflow_model_precip_seasonal_ratio_auto,sd,Convergence criteria reached,0.1287294545021439,1.0136180903934546,47.31093151229299
227231,streamflow_model_precip_seasonal_ratio_auto,a0,Convergence criteria reached,0.12859918413530247,1.044151394224714,-521.0787938149921
227231,streamflow_model_precip_seasonal_ratio_auto,a1,Convergence criteria reached,0.12859918413530247,1.0380138106056191,0.7245795321898104
227231,streamflow_model_precip_seasonal_ratio_auto,a2,Convergence criteria reached,0.12859918413530247,1.0223552527467068,0.16168192534629955
227231,streamflow_model_precip_seasonal_ratio_auto,a4,Convergence criteria reached,0.12859918413530247,1.019464609742102,-514.8611059476443
227231,streamflow_model_precip_seasonal_ratio_auto,b,Convergence criteria reached,0.12859918413530247,1.022762847429037,0.01981535741435463
227231,streamflow_model_precip_seasonal_ratio_auto,sd,Convergence criteria reached,0.12859918413530247,1.0132585982152162,35.608073040189964
227236,streamflow_model_precip_seasonal_ratio_auto,a0,Convergence criteria reached,0.120980228680324,1.0511073813863054,-564.5265185588161
227236,streamflow_model_precip_seasonal_ratio_auto,a1,Convergence criteria reached,0.120980228680324,1.0439013116698994,0.7310578311827098
227236,streamflow_model_precip_seasonal_ratio_auto,a2,Convergence criteria reached,0.120980228680324,1.0137395906893618,0.1104641869627434
227236,streamflow_model_precip_seasonal_ratio_auto,a4,Convergence criteria reached,0.120980228680324,1.029058899111947,-448.752254697889
227236,streamflow_model_precip_seasonal_ratio_auto,b,Convergence criteria reached,0.120980228680324,1.0326971823070594,0.01670027294044516
227236,streamflow_model_precip_seasonal_ratio_auto,sd,Convergence criteria reached,0.120980228680324,1.0138193176034178,29.68559123271446
227237,streamflow_model_drought_precip_seasonal_ratio,a0_d,Convergence criteria reached,0.09411847903763693,1.0606852473759667,-652.3929557879447
227237,streamflow_model_drought_precip_seasonal_ratio,a0_n,Convergence criteria reached,0.09411847903763693,1.0589119935699114,-637.3529668852749
227237,streamflow_model_drought_precip_seasonal_ratio,a1,Convergence criteria reached,0.09411847903763693,1.0528759892250024,0.7560535525495763
227237,streamflow_model_drought_precip_seasonal_ratio,a4,Convergence criteria reached,0.09411847903763693,1.0211156655849312,-384.9892777581355
227237,streamflow_model_drought_precip_seasonal_ratio,b,Convergence criteria reached,0.09411847903763693,1.0235748227189752,0.00701892905743786
227237,streamflow_model_drought_precip_seasonal_ratio,sd,Convergence criteria reached,0.09411847903763693,1.008306835536621,45.02980701289008
236204,streamflow_model_precip_seasonal_ratio_auto,a0,Convergence criteria reached,0.14445867079561692,1.035972682571806,-140.54384464889026
236204,streamflow_model_precip_seasonal_ratio_auto,a1,Convergence criteria reached,0.14445867079561692,1.0505912699550677,0.2624763243849738
236204,streamflow_model_precip_seasonal_ratio_auto,a2,Convergence criteria reached,0.14445867079561692,1.0105818258596169,0.2652201535965122
236204,streamflow_model_precip_seasonal_ratio_auto,a4,Convergence criteria reached,0.14445867079561692,1.0178561241824442,-108.48344403946432
236204,streamflow_model_precip_seasonal_ratio_auto,b,Convergence criteria reached,0.14445867079561692,1.0174134817560736,0.09008079187777156
236204,streamflow_model_precip_seasonal_ratio_auto,sd,Convergence criteria reached,0.14445867079561692,1.0142707779876252,18.19970847726346
236205,streamflow_model_precip_seasonal_ratio_auto,a0,Convergence criteria reached,0.11991945569318718,1.0242318376460504,-214.79618860461525
236205,streamflow_model_precip_seasonal_ratio_auto,a1,Convergence criteria reached,0.11991945569318718,1.0232411373054875,0.34563284057569266
236205,streamflow_model_precip_seasonal_ratio_auto,a2,Convergence criteria reached,0.11991945569318718,1.014590999016931,0.2005456141598001
236205,streamflow_model_precip_seasonal_ratio_auto,a4,Convergence criteria reached,0.11991945569318718,1.0136884864400908,-287.83609302706043
236205,streamflow_model_precip_seasonal_ratio_auto,b,Convergence criteria reached,0.11991945569318718,1.039403126315346,0.0359272946749269
236205,streamflow_model_precip_seasonal_ratio_auto,sd,Convergence criteria reached,0.11991945569318718,1.0161525621496423,16.370096629982704
236209,streamflow_model_precip_seasonal_ratio_auto,a0,Convergence criteria reached,0.12647391615054793,1.0326819542262813,-137.60300432954048
236209,streamflow_model_precip_seasonal_ratio_auto,a1,Convergence criteria reached,0.12647391615054793,1.0595297216880508,0.23998207504976352
236209,streamflow_model_precip_seasonal_ratio_auto,a2,Convergence criteria reached,0.12647391615054793,1.0149806918997526,0.2467334577775866
236209,streamflow_model_precip_seasonal_ratio_auto,a4,Convergence criteria reached,0.12647391615054793,1.019820717712182,-153.11487624889523
236209,streamflow_model_precip_seasonal_ratio_auto,b,Convergence criteria reached,0.12647391615054793,1.0390402566077983,0.06643477693970569
236209,streamflow_model_precip_seasonal_ratio_auto,sd,Convergence criteria reached,0.12647391615054793,1.015490325217834,11.285239504671662
236210,streamflow_model_precip_seasonal_ratio_auto,a0,Convergence criteria reached,0.12995027393997138,1.034362639695099,-133.58429313198434
236210,streamflow_model_precip_seasonal_ratio_auto,a1,Convergence criteria reached,0.12995027393997138,1.0294330321577183,0.23230999634960645
236210,streamflow_model_precip_seasonal_ratio_auto,a2,Convergence criteria reached,0.12995027393997138,1.0123936927827115,0.216571673828029
236210,streamflow_model_precip_seasonal_ratio_auto,a4,Convergence criteria reached,0.12995027393997138,1.0174691151225987,-134.8093443559723
236210,streamflow_model_precip_seasonal_ratio_auto,b,Convergence criteria reached,0.12995027393997138,1.0279539776711542,0.0757604607346488
236210,streamflow_model_precip_seasonal_ratio_auto,sd,Convergence criteria reached,0.12995027393997138,1.0195542113913936,11.858909689613949
236212,streamflow_model_precip_seasonal_ratio_auto,a0,Convergence criteria reached,0.14075899237732248,1.0440487818690167,-272.50438720018036
236212,streamflow_model_precip_seasonal_ratio_auto,a1,Convergence criteria reached,0.14075899237732248,1.0461845779312369,0.460038244472027
236212,streamflow_model_precip_seasonal_ratio_auto,a2,Convergence criteria reached,0.14075899237732248,1.0138777722315786,0.22066784381915583
236212,streamflow_model_precip_seasonal_ratio_auto,a4,Convergence criteria reached,0.14075899237732248,1.0168041957247804,-384.99169824940634
236212,streamflow_model_precip_seasonal_ratio_auto,b,Convergence criteria reached,0.14075899237732248,1.0190166793902138,0.03847995532824599
236212,streamflow_model_precip_seasonal_ratio_auto,sd,Convergence criteria reached,0.14075899237732248,1.015840940713017,23.887500676160126
237200,streamflow_model_precip_seasonal_ratio_auto,a0,Convergence criteria reached,0.1230645545497856,1.045620694615791,-278.6088743103666
