gauge,decade,sum_decade_realspace_CO2_off_streamflow,sum_decade_realspace_CO2_on_streamflow,sum_decade_realspace_observed_streamflow,years_of_data,realspace_CO2_off_streamflow_per_year,realspace_a3_on_streamflow_per_year,CO2_impact_on_streamflow_mm_per_year,CO2_impact_on_streamflow_percent,CO2_model,non_CO2_model,evidence_ratio,lat,lon,state,status,parent_catchment,catchment_area_sq_km,record_length,prop_forested,river_di,binned_evidence_ratio,impact_of_CO2_term,IQR_CO2_impact_on_streamflow_percentage,mean_CO2_impact_on_streamflow_percentage,median_CO2_impact_on_streamflow_percentage
405251,2,982.7135129411446,575.9206075855712,564.4058471341104,9,109.19039032679385,63.991178620619024,-45.19921170617482,-41.39486228678088,444.5980794867888,468.8480581599945,184423.3735354976,-36.968611,145.783889,VIC,no_nested,NA,118.6,47,0.74215,0.148209,Very Strong,Negative-Intercept,9.855466940329263,-41.92962919464093,-42.07221859151848
210017,2,3276.4062087495245,1918.8014991923098,1972.0841411192093,8,409.55077609369056,239.85018739903873,-169.70058869465183,-41.43578735541949,512.9133551949919,526.2912705734709,803.4843351664533,-31.9437,151.2797,NSW,no_nested,NA,102.4,44,0.99313,0.045959,Moderately Strong,Negative-Intercept,11.47948467165687,-39.538022738816,-39.92992058236726
238230,1,1281.163675930162,738.7055135931059,675.5969431490116,10,128.1163675930162,73.8705513593106,-54.24581623370561,-42.34105075943678,429.02724679737514,452.16176374990147,105583.61489783986,-37.87,141.41,VIC,no_nested,NA,201.1,47,0.7987,0.148723,Very Strong,Negative-Intercept,13.500340047268171,-31.55324722658354,-32.32977987029109
216002,1,6073.146431337172,3433.323657746605,2978.9061951341105,9,674.7940479263524,381.48040641628944,-293.31364151006295,-43.46713525577444,594.6953394788039,617.4821641917902,88735.23759045017,-35.468056,150.237222,NSW,no_nested,NA,859.7,46,0.98384,0.04949,Very Strong,Negative-Slope,10.40294113572319,-34.85960849733518,-35.79821980420235
614044,1,525.1263745988783,296.0251102102795,251.53007814901162,10,52.512637459887834,29.602511021027947,-22.910126438859887,-43.62783426439009,460.967008194663,483.88657397027634,94824.48047891482,-32.811111,116.155556,WA,sub_catchment,614006,73.3,56,0.99989,0.083438,Very Strong,Negative-Intercept,11.122714679247103,-51.4184259410571,-52.14564588378375
407214,2,642.8018452621214,353.2924281252268,359.9684081490116,10,64.28018452621214,35.32924281252268,-28.95094171368946,-45.03867237948556,596.3410732509755,608.1760642564228,371.48017675612306,-37.296944,143.789444,VIC,no_nested,NA,305.7,63,0.28526,0.235117,Moderately Strong,Negative-Intercept,14.09846798028498,-45.46768113984449,-46.19463269852535
608151,2,1134.0831198933452,605.4254507232381,625.3765191490116,10,113.40831198933452,60.54254507232381,-52.86576691701071,-46.61542526264078,560.7919506267539,603.7055391127695,2082415266.886701,-34.3272,115.7846,WA,no_nested,NA,770.4,63,0.8285,0.12992,Extremely Strong,Negative-Intercept,5.970570574340478,-47.015770384249485,-47.058844263432434
406213,2,644.6298519101878,341.9178735787091,360.0516991192093,8,80.57873148877347,42.739734197338635,-37.838997291434836,-46.95903818826771,395.5342276377089,421.027528820278,343399.7815423948,-37.016111,144.539167,VIC,main_catchment,406213,638,44,0.19307,0.211282,Very Strong,Negative-Intercept,12.447505743378798,-53.673077596724085,-53.82797681754501
236216,2,232.32660341479888,122.67596545402498,118.68509611920929,8,29.04082542684986,15.334495681753122,-13.706329745096738,-47.19676367195979,297.47287843916655,309.8229368924385,480.59706995106785,-38.30559215,142.8812902,VIC,sub_catchment,236209,2984.6,40,0.0845,0.660071,Moderately Strong,Negative-Intercept,14.755940515133249,-48.18097273057283,-49.22643657803231
208004,1,3040.0448565692222,1603.7848687360317,1365.2315921341103,9,337.7827618410247,178.19831874844797,-159.58444309257672,-47.24469721983152,610.2777954818149,630.4480147474457,23983.218433487054,-31.92,152.31,NSW,main_catchment,208004,6631.4,51,0.84177,0.098338,Very Strong,Negative-Slope,11.738926926945645,-37.42522829279186,-38.09019231709526
405240,1,1532.2541781957527,805.4781065805776,753.3884731341104,9,170.25046424397252,89.49756739784195,-80.75289684613057,-47.43182181894668,430.3521023892945,458.5941136399132,1357296.7900209138,-37.061,145.06,VIC,main_catchment,405240,611.3,45,0.14903,0.634451,Extremely Strong,Negative-Intercept,16.39372286545271,-32.73819767847016,-34.23004246735301
218005,2,2776.4555369432846,1454.474506292056,1508.714529104308,7,396.6365052776121,207.78207232743657,-188.85443295017555,-47.613981677756406,660.5749561626516,679.5947967206861,13492.918604889664,-36.1975,149.7606,NSW,sub_catchment,218008,918.9,54,0.92922,0.035956,Very Strong,Negative-Slope,11.996591238551048,-49.52508735873434,-49.5654540492918
221208,2,3002.2952001678004,1543.1236220456808,1584.1463411490117,10,300.22952001678004,154.31236220456807,-145.91715781221197,-48.601868931495,453.5987338971524,470.9301271560333,5800.483931042036,-37.689,149.49,VIC,no_nested,NA,421,42,0.99913,0.113156,Strong,Negative-Slope,12.562661422733164,-46.66445924045338,-46.833798162968215
230205,2,540.6690799219742,277.67307183780605,281.6662201490116,10,54.06690799219742,27.767307183780606,-26.299600808416816,-48.64269436715745,537.1698193289262,556.1374109951113,13144.988115986129,-37.632,144.8,VIC,no_nested,NA,861.2,60,0.19453,0.260152,Very Strong,Negative-Intercept,11.31930097359993,-46.21630294359756,-46.4932398968236
603005,2,786.6069584248386,402.7956399453391,375.9031031490116,10,78.66069584248386,40.27956399453391,-38.38113184794995,-48.793277807772306,327.301624801132,342.9009591829704,2439.7898582715575,-34.8276,117.3929,WA,sub_catchment,603004,51.5,36,0.99799,2.37e-4,Strong,Negative-Intercept,16.147858950964675,-56.3302478709821,-57.2216449411
401009,2,1397.9494780015307,711.2099467704397,744.5086140894069,6,232.99157966692178,118.53499112840662,-114.45658853851516,-49.124774681616856,545.7713008583802,572.7583844970216,724720.845732437,-35.926111,148.100833,NSW,no_nested,NA,215.5,54,0.82601,0.106561,Very Strong,Negative-Intercept,8.607946525594215,-50.55354190938931,-50.61430180515699
406214,1,1048.1477792634475,531.4592906812034,508.6582661490116,10,104.81477792634476,53.14592906812034,-51.66884885822442,-49.295385517615706,435.49561418772095,460.9471972437364,336310.9737419899,-36.773889,144.428333,VIC,no_nested,NA,236.2,49,0.57363,0.567066,Very Strong,Negative-Intercept,16.136605802665457,-35.890626364039036,-37.944017336859865
208005,1,3126.920788490383,1557.0456174771996,1196.1236181341105,9,347.4356431655981,173.00506860857774,-174.43057455702035,-50.20514676264277,652.7773773497258,671.3625246879537,10857.090731048042,-31.779,152.0746,NSW,sub_catchment,208004,1894,53,0.92406,0.076991,Very Strong,Negative-Slope,11.61621685921758,-40.15685150979892,-40.74057765985538
235234,2,1369.3304407319024,648.8088227169801,643.4009561192094,8,171.1663050914878,81.10110283962251,-90.06520225186529,-52.6185350578934,364.4105605548102,380.1847460237513,2662.6915057426345,-38.483,143.57,VIC,sub_catchment,235224,76.6,40,0.95727,0.117438,Strong,Negative-Intercept,13.705977324747876,-45.03830359937349,-46.0297735238049
405212,2,720.0311157261764,337.7452958229585,350.68674211920927,8,90.00388946577205,42.21816197786981,-47.785727487902236,-53.09295828384714,531.8229496248736,553.6994685056537,56289.282978719675,-37.1,145.06,VIC,no_nested,NA,333.2,56,0.45429,0.660667,Very Strong,Negative-Intercept,9.211568195334834,-51.74959748263678,-52.22046548420012
238229,2,799.0830535565965,370.1140424550603,386.6674941341105,9,88.78700595073295,41.1237824950067,-47.663223455726246,-53.6826565389243,473.0118612387885,495.4242340825248,73584.2599056533,-37.321,141.48,VIC,no_nested,NA,70.6,50,0.03677,0.190414,Very Strong,Negative-Intercept,12.13861105159603,-58.99243195760144,-59.1237788162871
227210,1,3839.354501171784,1742.7340829204093,2161.4906951490116,10,383.9354501171784,174.27340829204093,-209.66204182513746,-54.608669702458556,712.6652432874284,746.9279535383696,27545648.32277043,-38.39502395,146.74407,VIC,no_nested,NA,17.8,61,0.98507,0.17187,Extremely Strong,Negative-Slope,9.940911686996316,-45.83690750594552,-46.25270713377863
234201,2,408.6654609942858,182.59362392567164,181.82581014901163,10,40.86654609942858,18.259362392567162,-22.60718370686142,-55.31953606223043,479.1500611598592,498.9907343335978,20339.835597870024,-38.012,143.64,VIC,main_catchment,234201,1149.2,58,0.26132,0.348426,Very Strong,Negative-Intercept,12.49757847611891,-55.90622098148193,-56.33161761016965
238235,2,1017.423469273877,453.90091701849974,510.53436914901164,10,101.7423469273877,45.390091701849975,-56.352255225537725,-55.387217739095064,449.9101447269072,480.99482967797707,5622812.1289278325,-37.98,141.46,VIC,no_nested,NA,600.4,51,0.55944,0.139925,Extremely Strong,Negative-Slope,10.505743390547764,-55.42998305824491,-55.87172465006744
610008,2,286.4591776790051,125.78141028372774,128.12539804470347,3,95.48639255966837,41.92713676124258,-53.559255798425795,-56.09098256063786,283.3050341927397,294.5470921077844,276.17340779054206,-33.806667,115.443611,WA,sub_catchment,610001,15.7,30,0.99974,0.083876,Moderately Strong,Negative-Slope,16.836358480430498,-50.65321876734139,-51.27229230064076
303203,2,1400.157926418938,602.2863074886837,607.6791641490116,10,140.0157926418938,60.228630748868376,-79.78716189302543,-56.98440182179314,499.1369507992214,529.498017778091,3915812.846310117,-42.435,147.4533,TAS,no_nested,NA,54.1,48,0.37848,0.166935,Extremely Strong,Negative-Slope,10.275165571775894,-60.92170941711645,-60.90947850112954
A2390523,2,35.06651525478047,15.056367368496122,15.583365029802323,2,17.533257627390235,7.528183684248061,-10.005073943142174,-57.06340576158747,230.6771957462905,249.25640704912087,10824.914467082086,-37.7034,140.3622,SA,no_nested,NA,485.4,39,0.37573,0.41207,Very Strong,Negative-Intercept,13.408232468615118,-60.980200492293314,-61.64342838313931
230209,2,1698.9476196786018,726.4387431417715,750.6227131192093,8,212.36845245982522,90.80484289272144,-121.56360956710378,-57.24183990562373,533.4046066205096,578.6306751289791,6617835927.180732,-37.41050387,144.6260551,VIC,no_nested,NA,5.5,52,1,0.080181,Extremely Strong,Negative-Slope,7.485389288613959,-58.12425865188655,-58.19396041405126
406208,2,1791.308913129988,763.6787797632431,720.0047031490117,10,179.1308913129988,76.36787797632431,-102.7630133366745,-57.36755541349634,667.122276498653,702.2491826806155,42433686.21556485,-37.387778,144.450556,VIC,sub_catchment,406213,37.9,63,0.86208,0.204446,Extremely Strong,Negative-Slope,8.825518560235146,-56.890013803576075,-56.99799752098212
405228,2,1715.6617129325218,728.4687682748752,757.5716681490117,10,171.56617129325218,72.84687682748752,-98.71929446576466,-57.54006965453997,426.1980749345586,458.1524142320763,8685535.803743672,-36.95,145.28,VIC,no_nested,NA,480.6,46,0.14263,0.187411,Extremely Strong,Negative-Intercept,10.905681334295338,-51.65927739272384,-51.87456662924544
606195,2,2108.555169889864,890.1479810353655,1035.3896951341105,9,234.28390776554045,98.90533122615173,-135.37857653938872,-57.78398432506461,578.6449185750873,618.5630238533332,465700200.79607016,-34.8069,116.5752,WA,main_catchment,606195,245.8,57,0.9911,0.030046,Extremely Strong,Negative-Intercept,8.01648280527872,-58.52770016502248,-58.57777177277691
405230,1,819.6578302839372,345.9362082076392,359.74373214901163,10,81.96578302839372,34.59362082076392,-47.3721622076298,-57.79504624657784,404.6058846318245,425.8889541059597,41836.93066026479,-36.604,144.81,VIC,no_nested,NA,259.3,47,0.41681,0.163917,Very Strong,Negative-Slope,16.133231831711498,-45.044233566690735,-47.51075427978254
606001,2,963.1304564344705,385.33743416896135,373.5287021490116,10,96.31304564344705,38.53374341689614,-57.77930222655092,-59.99114848932421,406.8202975406122,443.505374641895,92483291.21396533,-34.764167,116.615278,WA,no_nested,NA,473.7,46,0.99825,0.004625,Extremely Strong,Negative-Intercept,10.346665799003858,-63.969024818582746,-64.08962225228301
613002,2,2149.9838073994956,852.9099038446926,760.9099131490116,10,214.99838073994957,85.29099038446927,-129.7073903554803,-60.329473137924396,520.8005099897415,561.1143560482279,567597460.5593387,-33.085833,116.038889,WA,no_nested,NA,147.2,51,0.99712,0.009804,Extremely Strong,Negative-Intercept,8.509539866470824,-63.48722974791901,-63.34429398236618
216002,2,7843.5584073999235,3110.1860767316452,3521.7159341490114,10,784.3558407399923,311.0186076731645,-473.3372330668278,-60.34725675278491,594.6953394788039,617.4821641917902,88735.23759045017,-35.468056,150.237222,NSW,no_nested,NA,859.7,46,0.98384,0.04949,Very Strong,Negative-Slope,10.961690725030325,-54.929841650446654,-55.74039027837557
406226,2,680.986835234018,261.23526785657356,229.48575713411043,9,75.6652039148909,29.026140872952617,-46.63906304193828,-61.63871981948061,387.2698182658728,398.8194247428475,322.0810553277267,-36.881,144.65,VIC,no_nested,NA,173,41,0.40232,0.178374,Moderately Strong,Negative-Slope,19.184337496974383,-58.64004115949456,-60.553334097436405
231211,2,1015.9187099191608,382.5270078287795,376.5160251490116,10,101.59187099191608,38.25270078287795,-63.33917020903813,-62.34669131556617,422.88638422327074,441.5437538139621,11256.317384857735,-37.63,144.43,VIC,main_catchment,231211,234.5,43,0.98488,0.117132,Very Strong,Negative-Intercept,12.597774063435722,-67.00392473069121,-67.82594816192112
215002,2,655.3401458879706,241.96050090597691,361.8989800298023,2,327.6700729439853,120.98025045298846,-206.68982249099685,-63.07863902063774,358.24373841015586,369.81244392523087,325.17150718001443,-35.340833,149.739444,NSW,sub_catchment,215207,1396,30,0.65354,0.137628,Moderately Strong,Negative-Slope,18.66662688007574,-64.02310448077903,-65.50012261082568
606185,2,670.1184416745191,246.1036378733222,264.0140850447035,3,223.37281389150635,82.03454595777407,-141.33826793373228,-63.27460601466981,382.4254928068176,425.60838444240073,2382570580.9376626,-34.7648,116.3773,WA,no_nested,NA,379.4,39,0.99651,0.026589,Extremely Strong,Negative-Slope,8.575013200087554,-66.77835107887819,-67.08802318338876
238230,2,1319.2903547188316,479.6898149332013,563.2954991490116,10,131.92903547188317,47.96898149332013,-83.96005397856304,-63.640315172664685,429.02724679737514,452.16176374990147,105583.61489783986,-37.87,141.41,VIC,no_nested,NA,201.1,47,0.7987,0.148723,Very Strong,Negative-Intercept,11.353861846830329,-56.87971612616908,-57.767564573719554
208004,2,3693.0167725605106,1302.1090117693866,1619.7143151490116,10,369.30167725605105,130.21090117693865,-239.0907760791124,-64.74131876561762,610.2777954818149,630.4480147474457,23983.218433487054,-31.92,152.31,NSW,main_catchment,208004,6631.4,51,0.84177,0.098338,Very Strong,Negative-Slope,10.9731298844047,-59.14786086758074,-59.81018310381343
234200,2,618.4304340053527,213.58932124619056,202.7194211490116,10,61.84304340053527,21.358932124619056,-40.48411127591622,-65.46267623621806,498.8922828665476,529.8178547588104,5192812.137820808,-37.809,143.59,VIC,sub_catchment,234201,309.5,57,0.5259,0.301163,Extremely Strong,Negative-Intercept,10.306057632432868,-65.75767445405887,-66.1278817504962
616178,2,1116.5275244118689,384.7016757146713,407.9985001341105,9,124.05861382354098,42.74463063496348,-81.31398318857751,-65.54481037829201,429.72125235635536,476.7633207075287,16407988807.617617,-31.884,116.0948,WA,no_nested,NA,73,49,0.91826,0.11882,Extremely Strong,Negative-Intercept,6.674398056807419,-68.00993527603138,-68.01778955740303
236213,2,378.833772225288,129.6929930591896,125.28844414901161,10,37.8833772225288,12.96929930591896,-24.91407791660984,-65.76519767565425,395.4687989455101,405.2377126232909,132.21862980925223,-37.531111,143.466389,VIC,sub_catchment,236209,464.1,46,0.30201,0.416917,Moderately Strong,Negative-Intercept,19.02283960366205,-64.79467045587266,-67.10323551081039
613146,2,2530.6248928095865,826.1101827693653,825.4828081490116,10,253.06248928095866,82.61101827693653,-170.45147100402212,-67.35548657896156,604.6785435704533,680.9148560535125,35851300646296244,-32.997778,115.921944,WA,no_nested,NA,16.9,60,0.89096,0.343678,Extremely Strong,Negative-Slope,4.4886564877425315,-67.7150804251728,-67.79153857223092
603003,2,557.921519678735,174.55949951219466,159.11388214901163,10,55.792151967873494,17.455949951219466,-38.33620201665403,-68.71253512273368,429.49177403380895,451.4849779042722,59671.03079117779,-34.6994,117.2169,WA,sub_catchment,603136,230.2,47,0.91173,0.152452,Very Strong,Negative-Intercept,12.662105594662364,-70.80173386065871,-71.44336621117147
405238,2,759.0048157778571,236.29441402941814,297.03141611920927,8,94.87560197223213,29.536801753677267,-65.33880021855487,-68.86786366602237,440.8144366387576,478.5456604785264,156038280.02450696,-37.120278,144.856944,VIC,sub_catchment,405240,164.3,46,0.23295,0.344173,Extremely Strong,Negative-Slope,8.859179877501916,-70.56740965739212,-70.92380846211476
238204,2,340.0739339899939,105.09100028784333,102.94722814901162,10,34.00739339899939,10.509100028784333,-23.49829337021506,-69.09760208468802,438.961551649214,455.1412041548823,3261.12091048466,-37.631,142.34,VIC,main_catchment,238204,576.9,51,0.4873,0.540598,Strong,Negative-Intercept,14.054429092898651,-68.77743279853252,-69.84552011536144
415223,2,1926.8815652165392,567.2078776242706,561.1155061043082,7,275.2687950309342,81.02969680346723,-194.23909822746697,-70.56342808694997,601.8530718966985,625.3205851546933,124711.28552760908,-36.88537671,142.2340353,VIC,no_nested,NA,82,50,0.08399,0.549091,Very Strong,Negative-Slope,11.726334626137408,-68.49110183983304,-69.11737225501727
603190,2,856.505547266145,250.49119570801938,241.12190014901162,10,85.6505547266145,25.04911957080194,-60.60143515581257,-70.75428215175549,545.2228080507736,594.0014219779534,39096819721.74579,-34.7038,117.2921,WA,sub_catchment,603136,57.8,59,0.94146,0.169222,Extremely Strong,Negative-Intercept,6.488387211294636,-69.53814280263579,-69.87289614285159
208005,2,3506.4278883301868,932.0585670433403,1392.2825151490115,10,350.6427888330187,93.20585670433402,-257.4369321286847,-73.41857306846826,652.7773773497258,671.3625246879537,10857.090731048042,-31.779,152.0746,NSW,sub_catchment,208004,1894,53,0.92406,0.076991,Very Strong,Negative-Slope,11.396500749476722,-67.54416448106245,-68.50298149185899
230210,2,1369.6709201920876,344.7683746336928,313.73598714901163,10,136.96709201920876,34.47683746336928,-102.49025455583948,-74.8283788791149,543.3262551099432,578.2888736417999,39087343.07104319,-37.471944,144.524167,VIC,no_nested,NA,39,52,0.99562,0.131838,Extremely Strong,Negative-Slope,9.172770612007485,-76.841444820498225,-77.46258696557219
405240,2,1553.0672464353452,376.8642498259359,436.3372921490116,10,155.30672464353452,37.686424982593586,-117.62029966094093,-75.73419626929045,430.3521023892945,458.5941136399132,1357296.7900209138,-37.061,145.06,VIC,main_catchment,405240,611.3,45,0.14903,0.634451,Extremely Strong,Negative-Intercept,11.007705901511706,-67.55850856674995,-68.4199948001942
408202,2,341.3484288257287,78.18539655205034,104.10188610430814,7,48.76406126081839,11.16934236457862,-37.59471889623977,-77.09513507326939,474.5418731792656,488.4622960534608,1053.8563580169396,-37.181944,143.405556,VIC,sub_catchment,408200,76.6,51,0.24152,0.172685,Strong,Negative-Intercept,16.101680460838196,-71.04531657367122,-72.83929437698065
227210,2,3099.617342994476,693.8390645374315,833.7382151192093,8,387.4521678743095,86.72988306717893,-300.72228480713056,-77.61533157937721,712.6652432874284,746.9279535383696,27545648.32277043,-38.39502395,146.74407,VIC,no_nested,NA,17.8,61,0.98507,0.17187,Extremely Strong,Negative-Slope,8.846434050369083,-73.97230528611718,-74.54640956985355
406214,2,862.197687044164,157.33021245815178,168.9559291490116,10,86.2197687044164,15.733021245815177,-70.48674745860122,-81.75242002822806,435.49561418772095,460.9471972437364,336310.9737419899,-36.773889,144.428333,VIC,no_nested,NA,236.2,49,0.57363,0.567066,Very Strong,Negative-Intercept,10.466542425587631,-74.85288448198007,-76.05070694718198
406235,2,648.3110134165925,110.56687922659935,132.9021371043081,7,92.61585905951321,15.795268460942765,-76.82059059857045,-82.94539550640779,349.39951393299145,370.5615923290267,39381.01782172269,-36.948,144.66,VIC,no_nested,NA,213.4,36,0.14373,0.17575,Very Strong,Negative-Intercept,8.255797115016748,-85.79201285929652,-86.85228962167099
616041,2,1407.6087922805486,214.49167185278137,204.5801861490116,10,140.76087922805488,21.449167185278135,-119.31171204277675,-84.76198265959458,374.10867859213784,405.8432952769908,7781878.678786208,-32.2479,116.1124,WA,no_nested,NA,81.2,40,0.98158,0.146399,Extremely Strong,Negative-Slope,5.346697211876631,-85.09906737220363,-85.22901248959063
405248,2,489.55940359041796,71.23758894614765,98.63324614901161,10,48.9559403590418,7.123758894614765,-41.83218146442703,-85.44863229595985,449.478108210636,475.7192031569599,499092.8717571014,-36.853611,144.914444,VIC,no_nested,NA,292.1,50,0.67626,0.095684,Very Strong,Negative-Slope,7.925659643449592,-86.79922500652737,-87.85091757949358
614044,2,452.44152064974134,49.336051361639385,56.863675149011605,10,45.24415206497413,4.933605136163939,-40.31054692881019,-89.09559598093716,460.967008194663,483.88657397027634,94824.48047891482,-32.811111,116.155556,WA,sub_catchment,614006,73.3,56,0.99989,0.083438,Very Strong,Negative-Intercept,5.457527777295695,-90.1277278099164,-90.73964720737384
405230,2,564.1092551966107,46.216872394836734,67.04198313411045,9,62.67880613295674,5.135208043870748,-57.54359808908599,-91.8071061644382,404.6058846318245,425.8889541059597,41836.93066026479,-36.604,144.81,VIC,no_nested,NA,259.3,47,0.41681,0.163917,Very Strong,Negative-Slope,7.875202268714261,-87.81366116799427,-88.99401510509377
407246,2,216.03725286577077,14.515238541885257,17.780385104308127,7,30.86246469511011,2.073605505983608,-28.7888591891265,-93.28114093780671,393.22288703012833,414.9970025522346,53479.71815243953,-36.72893939,144.1360524,VIC,no_nested,NA,186.3,45,0.39265,0.658451,Very Strong,Negative-Slope,7.012998092163684,-93.49832757220818,-95.04845233874056
